rewrite,nom_ville,nbre_car
lappion,Lappion,7
largny-sur-automne,Largny-sur-Automne,18
latilly,Latilly,7
launoy,Launoy,6
laval-en-laonnois,Laval-en-Laonnois,17
lavaqueresse,Lavaqueresse,12
laversine,Laversine,9
le-catelet,"Le Catelet",10
le-charmel,"Le Charmel",10
lehaucourt,Lehaucourt,10
le-herie-la-vieville,"Le Hérie-la-Viéville",20
le-nouvion-en-thierache,"Le Nouvion-en-Thiérache",23
le-plessier-huleu,"Le Plessier-Huleu",17
le-sourd,"Le Sourd",8
le-thuel,"Le Thuel",8
le-verguier,"Le Verguier",11
leme,Lemé,4
lempire,Lempire,7
lerzy,Lerzy,5
les-autels,"Les Autels",10
leschelle,Leschelle,9
lesdins,Lesdins,7
lesges,Lesges,6
lesquielles-saint-germain,Lesquielles-Saint-Germain,25
leuilly-sous-coucy,Leuilly-sous-Coucy,18
leury,Leury,5
leuze,Leuze,5
levergies,Levergies,9
lhuys,Lhuys,5
licy-clignon,Licy-Clignon,12
lierval,Lierval,7
liesse-notre-dame,Liesse-Notre-Dame,17
liez,Liez,4
lime,Limé,4
lislet,Lislet,6
lizy,Lizy,4
logny-les-aubenton,Logny-lès-Aubenton,18
longpont,Longpont,8
longueval-barbonval,Longueval-Barbonval,19
lor,Lor,3
louatre,Louâtre,7
loupeigne,Loupeigne,9
lucy-le-bocage,Lucy-le-Bocage,14
lugny,Lugny,5
luzoir,Luzoir,6
ly-fontaine,Ly-Fontaine,11
maast-et-violaine,Maast-et-Violaine,17
machecourt,Mâchecourt,10
macogny,Macogny,7
macquigny,Macquigny,9
magny-la-fosse,Magny-la-Fosse,14
maissemy,Maissemy,8
maizy,Maizy,5
malzy,Malzy,5
manicamp,Manicamp,8
marchais,Marchais,8
marchais-en-brie,Marchais-en-Brie,16
marcy,Marcy,5
marcy-sous-marle,Marcy-sous-Marle,16
marest-dampcourt,Marest-Dampcourt,16
mareuil-en-dole,Mareuil-en-Dôle,15
marfontaine,Marfontaine,11
margival,Margival,8
marigny-en-orxois,Marigny-en-Orxois,17
marizy-saint-mard,Marizy-Saint-Mard,17
marizy-sainte-genevieve,Marizy-Sainte-Geneviève,23
marle,Marle,5
marly-gomont,Marly-Gomont,12
martigny,Martigny,8
martigny-courpierre,Martigny-Courpierre,19
mauregny-en-haye,Mauregny-en-Haye,16
mayot,Mayot,5
mennessis,Mennessis,9
menneville,Menneville,10
mennevret,Mennevret,9
mercin-et-vaux,Mercin-et-Vaux,14
merlieux-et-fouquerolles,Merlieux-et-Fouquerolles,24
merval,Merval,6
mesbrecourt-richecourt,Mesbrecourt-Richecourt,22
mesnil-saint-laurent,Mesnil-Saint-Laurent,20
meurival,Meurival,8
mezieres-sur-oise,Mézières-sur-Oise,17
mezy-moulins,Mézy-Moulins,12
missy-aux-bois,Missy-aux-Bois,14
missy-les-pierrepont,Missy-lès-Pierrepont,20
missy-sur-aisne,Missy-sur-Aisne,15
molain,Molain,6
molinchart,Molinchart,10
monampteuil,Monampteuil,11
monceau-le-neuf-et-faucouzy,Monceau-le-Neuf-et-Faucouzy,27
monceau-le-waast,Monceau-le-Waast,16
monceau-les-leups,Monceau-lès-Leups,17
monceau-sur-oise,Monceau-sur-Oise,16
mondrepuis,Mondrepuis,10
monnes,Monnes,6
mons-en-laonnois,Mons-en-Laonnois,16
mont-d-origny,Mont-d'Origny,13
mont-notre-dame,Mont-Notre-Dame,15
mont-saint-jean,Mont-Saint-Jean,15
mont-saint-martin,Mont-Saint-Martin,17
mont-saint-pere,Mont-Saint-Père,15
montaigu,Montaigu,8
montbavin,Montbavin,9
montbrehain,Montbrehain,11
montchalons,Montchâlons,11
montcornet,Montcornet,10
montescourt-lizerolles,Montescourt-Lizerolles,22
montfaucon,Montfaucon,10
montgobert,Montgobert,10
montgru-saint-hilaire,Montgru-Saint-Hilaire,21
monthenault,Monthenault,11
monthiers,Monthiers,9
monthurel,Monthurel,9
montigny-en-arrouaise,Montigny-en-Arrouaise,21
montigny-l-allier,Montigny-l'Allier,17
montigny-le-franc,Montigny-le-Franc,17
montigny-lengrain,Montigny-Lengrain,17
montigny-les-conde,Montigny-lès-Condé,18
montigny-sous-marle,Montigny-sous-Marle,19
montigny-sur-crecy,Montigny-sur-Crécy,18
montlevon,Montlevon,9
montloue,Montloué,8
montreuil-aux-lions,Montreuil-aux-Lions,19
morcourt,Morcourt,8
morgny-en-thierache,Morgny-en-Thiérache,19
morsain,Morsain,7
mortefontaine,Mortefontaine,13
mortiers,Mortiers,8
moulins,Moulins,7
moussy-verneuil,Moussy-Verneuil,15
moy-de-l-aisne,Moÿ-de-l'Aisne,14
muret-et-crouttes,Muret-et-Crouttes,17
muscourt,Muscourt,8
nampcelles-la-cour,Nampcelles-la-Cour,18
nampteuil-sous-muret,Nampteuil-sous-Muret,20
nanteuil-la-fosse,Nanteuil-la-Fosse,17
nanteuil-notre-dame,Nanteuil-Notre-Dame,19
nauroy,Nauroy,6
nesles-la-montagne,Nesles-la-Montagne,18
neufchatel-sur-aisne,Neufchâtel-sur-Aisne,20
neuflieux,Neuflieux,9
neuilly-saint-front,Neuilly-Saint-Front,19
neuve-maison,Neuve-Maison,12
neuville-saint-amand,Neuville-Saint-Amand,20
neuville-sur-ailette,Neuville-sur-Ailette,20
neuville-sur-margival,Neuville-sur-Margival,21
neuvillette,Neuvillette,11
nizy-le-comte,Nizy-le-Comte,13
nogent-l-artaud,Nogent-l'Artaud,15
nogentel,Nogentel,8
noircourt,Noircourt,9
noroy-sur-ourcq,Noroy-sur-Ourcq,15
nouvion-et-catillon,Nouvion-et-Catillon,19
nouvion-le-comte,Nouvion-le-Comte,16
nouvion-le-vineux,Nouvion-le-Vineux,17
nouvron-vingre,Nouvron-Vingré,14
noyales,Noyales,7
noyant-et-aconin,Noyant-et-Aconin,16
oeuilly,Oeuilly,7
ognes,Ognes,5
ohis,Ohis,4
oigny-en-valois,Oigny-en-Valois,15
oisy,Oisy,4
ollezy,Ollezy,6
omissy,Omissy,6
orainville,Orainville,10
orgeval,Orgeval,7
origny-en-thierache,Origny-en-Thiérache,19
origny-sainte-benoite,Origny-Sainte-Benoite,21
osly-courtil,Osly-Courtil,12
ostel,Ostel,5
oulches-la-vallee-foulon,Oulches-la-Vallée-Foulon,24
oulchy-la-ville,Oulchy-la-Ville,15
oulchy-le-chateau,Oulchy-le-Château,17
paars,Paars,5
paissy,Paissy,6
pancy-courtecon,Pancy-Courtecon,15
papleux,Papleux,7
parcy-et-tigny,Parcy-et-Tigny,14
parfondeval,Parfondeval,11
parfondru,Parfondru,9
pargnan,Pargnan,7
pargny-filain,Pargny-Filain,13
pargny-la-dhuys,Pargny-la-Dhuys,15
pargny-les-bois,Pargny-les-Bois,15
parpeville,Parpeville,10
pasly,Pasly,5
passy-en-valois,Passy-en-Valois,15
passy-sur-marne,Passy-sur-Marne,15
pavant,Pavant,6
perles,Perles,6
pernant,Pernant,7
petit-verly,Petit-Verly,11
pierremande,Pierremande,11
pierrepont,Pierrepont,10
pignicourt,Pignicourt,10
pinon,Pinon,5
pithon,Pithon,6
pleine-selve,Pleine-Selve,12
ploisy,Ploisy,6
plomion,Plomion,7
ployart-et-vaurseine,Ployart-et-Vaurseine,20
pommiers,Pommiers,8
pont-arcy,Pont-Arcy,9
pont-saint-mard,Pont-Saint-Mard,15
pontavert,Pontavert,9
pontru,Pontru,6
pontruet,Pontruet,8
pouilly-sur-serre,Pouilly-sur-Serre,17
premont,Prémont,7
premontre,Prémontré,9
presles-et-boves,Presles-et-Boves,16
presles-et-thierny,Presles-et-Thierny,18
priez,Priez,5
prisces,Prisces,7
proisy,Proisy,6
proix,Proix,5
prouvais,Prouvais,8
proviseux-et-plesnoy,Proviseux-et-Plesnoy,20
puiseux-en-retz,Puiseux-en-Retz,15
puisieux-et-clanlieu,Puisieux-et-Clanlieu,20
quierzy,Quierzy,7
quincy-basse,Quincy-Basse,12
quincy-sous-le-mont,Quincy-sous-le-Mont,19
raillimont,Raillimont,10
ramicourt,Ramicourt,9
regny,Regny,5
remaucourt,Remaucourt,10
remies,Remies,6
remigny,Remigny,7
renansart,Renansart,9
renneval,Renneval,8
resigny,Résigny,7
ressons-le-long,Ressons-le-Long,15
retheuil,Retheuil,8
reuilly-sauvigny,Reuilly-Sauvigny,16
revillon,Révillon,8
ribeauville,Ribeauville,11
ribemont,Ribemont,8
rocourt-saint-martin,Rocourt-Saint-Martin,20
rocquigny,Rocquigny,9
rogecourt,Rogécourt,9
rogny,Rogny,5
romeny-sur-marne,Romeny-sur-Marne,16
romery,Romery,6
roncheres,Ronchères,9
roucy,Roucy,5
rougeries,Rougeries,9
roupy,Roupy,5
rouvroy,Rouvroy,7
rouvroy-sur-serre,Rouvroy-sur-Serre,17
royaucourt-et-chailvet,Royaucourt-et-Chailvet,22
rozet-saint-albin,Rozet-Saint-Albin,17
rozieres-sur-crise,Rozières-sur-Crise,18
rozoy-bellevalle,Rozoy-Bellevalle,16
rozoy-sur-serre,Rozoy-sur-Serre,15
saconin-et-breuil,Saconin-et-Breuil,17
sains-richaumont,Sains-Richaumont,16
saint-agnan,Saint-Agnan,11
saint-algis,Saint-Algis,11
saint-aubin,Saint-Aubin,11
saint-bandry,Saint-Bandry,12
saint-christophe-a-berry,Saint-Christophe-à-Berry,24
saint-clement,Saint-Clément,13
saint-erme-outre-et-ramecourt,Saint-Erme-Outre-et-Ramecourt,29
saint-eugene,Saint-Eugène,12
saint-gengoulph,Saint-Gengoulph,15
saint-gobain,Saint-Gobain,12
saint-gobert,Saint-Gobert,12
saint-mard,Saint-Mard,10
saint-martin-riviere,Saint-Martin-Rivière,20
saint-michel,Saint-Michel,12
saint-nicolas-aux-bois,Saint-Nicolas-aux-Bois,22
saint-paul-aux-bois,Saint-Paul-aux-Bois,19
saint-pierre-aigle,Saint-Pierre-Aigle,18
saint-pierre-les-franqueville,Saint-Pierre-lès-Franqueville,29
saint-pierremont,Saint-Pierremont,16
saint-quentin,Saint-Quentin,13
saint-remy-blanzy,Saint-Rémy-Blanzy,17
saint-simon,Saint-Simon,11
saint-thibaut,Saint-Thibaut,13
saint-thomas,Saint-Thomas,12
sainte-croix,Sainte-Croix,12
sainte-genevieve,Sainte-Geneviève,16
sainte-preuve,Sainte-Preuve,13
samoussy,Samoussy,8
sancy-les-cheminots,Sancy-les-Cheminots,19
saponay,Saponay,7
saulchery,Saulchery,9
savy,Savy,4
seboncourt,Seboncourt,10
selens,Selens,6
septmonts,Septmonts,9
septvaux,Septvaux,8
sequehart,Sequehart,9
serain,Serain,6
seraucourt-le-grand,Seraucourt-le-Grand,19
serches,Serches,7
sergy,Sergy,5
seringes-et-nesles,Seringes-et-Nesles,18
sermoise,Sermoise,8
servais,Servais,7
serval,Serval,6
sery-les-mezieres,Séry-lès-Mézières,17
silly-la-poterie,Silly-la-Poterie,16
sinceny,Sinceny,7
sissonne,Sissonne,8
sissy,Sissy,5
soissons,Soissons,8
soize,Soize,5
sommelans,Sommelans,9
sommeron,Sommeron,8
sommette-eaucourt,Sommette-Eaucourt,17
sons-et-roncheres,Sons-et-Ronchères,17
sorbais,Sorbais,7
soucy,Soucy,5
soupir,Soupir,6
surfontaine,Surfontaine,11
suzy,Suzy,4
taillefontaine,Taillefontaine,14
tannieres,Tannières,9
tartiers,Tartiers,8
tavaux-et-pontsericourt,Tavaux-et-Pontséricourt,23
tergnier,Tergnier,8
terny-sorny,Terny-Sorny,11
thenailles,Thenailles,10
thenelles,Thenelles,9
thiernu,Thiernu,7
torcy-en-valois,Torcy-en-Valois,15
toulis-et-attencourt,Toulis-et-Attencourt,20
travecy,Travecy,7
trefcon,Trefcon,7
trelou-sur-marne,Trélou-sur-Marne,16
troesnes,Troësnes,8
trosly-loire,Trosly-Loire,12
trucy,Trucy,5
tugny-et-pont,Tugny-et-Pont,13
tupigny,Tupigny,7
ugny-le-gay,Ugny-le-Gay,11
urcel,Urcel,5
urvillers,Urvillers,9
vadencourt,Vadencourt,10
vailly-sur-aisne,Vailly-sur-Aisne,16
variscourt,Variscourt,10
vassens,Vassens,7
vasseny,Vasseny,7
vassogne,Vassogne,8
vaucelles-et-beffecourt,Vaucelles-et-Beffecourt,23
vaudesson,Vaudesson,9
vaux-andigny,Vaux-Andigny,12
vaux-en-vermandois,Vaux-en-Vermandois,18
vauxaillon,Vauxaillon,10
vauxbuin,Vauxbuin,8
vauxcere,Vauxcéré,8
vauxrezis,Vauxrezis,9
vauxtin,Vauxtin,7
vendelles,Vendelles,9
vendeuil,Vendeuil,8
vendhuile,Vendhuile,9
vendieres,Vendières,9
vendresse-beaulne,Vendresse-Beaulne,17
venerolles,Vénérolles,10
venizel,Venizel,7
verdilly,Verdilly,8
vermand,Vermand,7
verneuil-sous-coucy,Verneuil-sous-Coucy,19
verneuil-sur-serre,Verneuil-sur-Serre,18
versigny,Versigny,8
vervins,Vervins,7
vesles-et-caumont,Vesles-et-Caumont,17
veslud,Veslud,6
veuilly-la-poterie,Veuilly-la-Poterie,18
vezaponin,Vézaponin,9
vezilly,Vézilly,7
vic-sur-aisne,Vic-sur-Aisne,13
vichel-nanteuil,Vichel-Nanteuil,15
viel-arcy,Viel-Arcy,9
viels-maisons,Viels-Maisons,13
vierzy,Vierzy,6
viffort,Viffort,7
vigneux-hocquet,Vigneux-Hocquet,15
ville-savoye,Ville-Savoye,12
villemontoire,Villemontoire,13
villeneuve-saint-germain,Villeneuve-Saint-Germain,24
villeneuve-sur-fere,Villeneuve-sur-Fère,19
villequier-aumont,Villequier-Aumont,17
villeret,Villeret,8
villers-agron-aiguizy,Villers-Agron-Aiguizy,21
villers-cotterets,Villers-Cotterêts,17
villers-en-prayeres,Villers-en-Prayères,19
villers-helon,Villers-Hélon,13
villers-le-sec,Villers-le-Sec,14
villers-les-guise,Villers-lès-Guise,17
villers-saint-christophe,Villers-Saint-Christophe,24
villers-sur-fere,Villers-sur-Fère,16
villiers-saint-denis,Villiers-Saint-Denis,20
vincy-reuil-et-magny,Vincy-Reuil-et-Magny,20
viry-noureuil,Viry-Noureuil,13
vivaise,Vivaise,7
vivieres,Vivières,8
voharies,Voharies,8
vorges,Vorges,6
voulpaix,Voulpaix,8
voyenne,Voyenne,7
vregny,Vregny,6
vuillery,Vuillery,8
wassigny,Wassigny,8
watigny,Watigny,7
wiege-faty,Wiège-Faty,10
wimy,Wimy,4
wissignicourt,Wissignicourt,13
abrest,Abrest,6
agonges,Agonges,7
ainay-le-chateau,Ainay-le-Château,16
andelaroche,Andelaroche,11
archignat,Archignat,9
arfeuilles,Arfeuilles,10
arpheuilles-saint-priest,Arpheuilles-Saint-Priest,24
arronnes,Arronnes,8
aubigny,Aubigny,7
audes,Audes,5
aurouer,Aurouër,7
autry-issards,Autry-Issards,13
avermes,Avermes,7
avrilly,Avrilly,7
bagneux,Bagneux,7
barberier,Barberier,9
barrais-bussolles,Barrais-Bussolles,17
bayet,Bayet,5
beaulon,Beaulon,7
beaune-d-allier,Beaune-d'Allier,15
begues,Bègues,6
bellenaves,Bellenaves,10
bellerive-sur-allier,Bellerive-sur-Allier,20
bert,Bert,4
bessay-sur-allier,Bessay-sur-Allier,17
besson,Besson,6
bezenet,Bézenet,7
billezois,Billezois,9
billy,Billy,5
biozat,Biozat,6
bizeneuille,Bizeneuille,11
blomard,Blomard,7
bost,Bost,4
bouce,Boucé,5
bourbon-l-archambault,Bourbon-l'Archambault,21
braize,Braize,6
bransat,Bransat,7
bresnay,Bresnay,7
bressolles,Bressolles,10
brout-vernet,Broût-Vernet,12
brugheas,Brugheas,8
busset,Busset,6
buxieres-les-mines,Buxières-les-Mines,18
cerilly,Cérilly,7
cesset,Cesset,6
chamberat,Chambérat,9
chamblet,Chamblet,8
chantelle,Chantelle,9
chapeau,Chapeau,7
chappes,Chappes,7
chareil-cintrat,Chareil-Cintrat,15
charmeil,Charmeil,8
charmes,Charmes,7
charroux,Charroux,8
chassenard,Chassenard,10
chateau-sur-allier,Château-sur-Allier,18
chatel-de-neuvre,Châtel-de-Neuvre,16
chatel-montagne,Châtel-Montagne,15
chatelperron,Châtelperron,12
chatelus,Châtelus,8
chatillon,Châtillon,9
chavenon,Chavenon,8
chavroches,Chavroches,10
chazemais,Chazemais,9
chemilly,Chemilly,8
chevagnes,Chevagnes,9
chezelle,Chezelle,8
chezy,Chézy,5
chirat-l-eglise,Chirat-l'Eglise,15
chouvigny,Chouvigny,9
cindre,Cindré,6
cognat-lyonne,Cognat-Lyonne,13
colombier,Colombier,9
commentry,Commentry,9
contigny,Contigny,8
cosne-d-allier,Cosne-d'Allier,14
coulandon,Coulandon,9
coulanges,Coulanges,9
couleuvre,Couleuvre,9
courcais,Courçais,8
coutansouze,Coutansouze,11
couzon,Couzon,6
crechy,Créchy,6
cressanges,Cressanges,10
creuzier-le-neuf,Creuzier-le-Neuf,16
creuzier-le-vieux,Creuzier-le-Vieux,17
cusset,Cusset,6
deneuille-les-chantelle,Deneuille-lès-Chantelle,23
deneuille-les-mines,Deneuille-les-Mines,19
desertines,Désertines,10
deux-chaises,Deux-Chaises,12
diou,Diou,4
domerat,Domérat,7
dompierre-sur-besbre,Dompierre-sur-Besbre,20
doyet,Doyet,5
droiturier,Droiturier,10
durdat-larequille,Durdat-Larequille,17
ebreuil,Ebreuil,7
echassieres,Echassières,11
escurolles,Escurolles,10
espinasse-vozelle,Espinasse-Vozelle,17
estivareilles,Estivareilles,13
etroussat,Etroussat,9
ferrieres-sur-sichon,Ferrières-sur-Sichon,20
fleuriel,Fleuriel,8
fourilles,Fourilles,9
franchesse,Franchesse,10
gannat,Gannat,6
gannay-sur-loire,Gannay-sur-Loire,16
garnat-sur-engievre,Garnat-sur-Engièvre,19
gennetines,Gennetines,10
gipcy,Gipcy,5
givarlais,Givarlais,9
gouise,Gouise,6
hauterive,Hauterive,9
herisson,Hérisson,8
huriel,Huriel,6
hyds,Hyds,4
isle-et-bardais,Isle-et-Bardais,15
isserpent,Isserpent,9
jaligny-sur-besbre,Jaligny-sur-Besbre,18
jenzat,Jenzat,6
la-celle,"La Celle",8
la-chabanne,"La Chabanne",11
la-chapelaude,"La Chapelaude",13
la-chapelle,"La Chapelle",11
la-chapelle-aux-chasses,"La Chapelle-aux-Chasses",23
la-ferte-hauterive,"La Ferté-Hauterive",18
la-guillermie,"La Guillermie",13
la-petite-marche,"La Petite-Marche",16
lafeline,Laféline,8
lalizolle,Lalizolle,9
lamaids,Lamaids,7
langy,Langy,5
lapalisse,Lapalisse,9
laprugne,Laprugne,8
lavault-sainte-anne,Lavault-Sainte-Anne,19
lavoine,Lavoine,7
le-bouchaud,"Le Bouchaud",11
le-brethon,"Le Brethon",10
le-breuil,"Le Breuil",9
le-donjon,"Le Donjon",9
le-mayet-d-ecole,"Le Mayet-d'Ecole",16
le-mayet-de-montagne,"Le Mayet-de-Montagne",20
le-montet,"Le Montet",9
le-pin,"Le Pin",6
le-theil,"Le Theil",8
le-vernet,"Le Vernet",9
le-veurdre,"Le Veurdre",10
le-vilhain,"Le Vilhain",10
lenax,Lenax,5
letelon,Lételon,7
liernolles,Liernolles,10
lignerolles,Lignerolles,11
limoise,Limoise,7
loddes,Loddes,6
loriges,Loriges,7
louchy-montfand,Louchy-Montfand,15
louroux-bourbonnais,Louroux-Bourbonnais,19
louroux-de-beaune,Louroux-de-Beaune,17
louroux-de-bouble,Louroux-de-Bouble,17
louroux-hodement,Louroux-Hodement,16
luneau,Luneau,6
lurcy-levis,Lurcy-Lévis,11
lusigny,Lusigny,7
magnet,Magnet,6
maillet,Maillet,7
malicorne,Malicorne,9
marcenat,Marcenat,8
marcillat-en-combraille,Marcillat-en-Combraille,23
marigny,Marigny,7
mariol,Mariol,6
mazerier,Mazerier,8
mazirat,Mazirat,7
meaulne,Meaulne,7
meillard,Meillard,8
meillers,Meillers,8
mercy,Mercy,5
mesples,Mesples,7
molinet,Molinet,7
molles,Molles,6
monestier,Monestier,9
monetay-sur-allier,Monétay-sur-Allier,18
monetay-sur-loire,Monétay-sur-Loire,17
montaigu-le-blin,Montaigu-le-Blin,16
montaiguet-en-forez,Montaiguët-en-Forez,19
montbeugny,Montbeugny,10
montcombroux-les-mines,Montcombroux-les-Mines,22
monteignet-sur-l-andelot,Monteignet-sur-l'Andelot,24
montilly,Montilly,8
montlucon,Montluçon,9
montmarault,Montmarault,11
montoldre,Montoldre,9
montord,Montord,7
montvicq,Montvicq,8
moulins,Moulins,7
murat,Murat,5
nades,Nades,5
nassigny,Nassigny,8
naves,Naves,5
neris-les-bains,Néris-les-Bains,15
neuilly-en-donjon,Neuilly-en-Donjon,17
neuilly-le-real,Neuilly-le-Réal,15
neure,Neure,5
neuvy,Neuvy,5
nizerolles,Nizerolles,10
noyant-d-allier,Noyant-d'Allier,15
paray-le-fresil,Paray-le-Frésil,15
paray-sous-briailles,Paray-sous-Briailles,20
perigny,Périgny,7
pierrefitte-sur-loire,Pierrefitte-sur-Loire,21
poezat,Poëzat,6
pouzy-mesangy,Pouzy-Mésangy,13
premilhat,Prémilhat,9
quinssaines,Quinssaines,11
reugny,Reugny,6
rocles,Rocles,6
rongeres,Rongères,8
ronnet,Ronnet,6
saint-angel,Saint-Angel,11
saint-aubin-le-monial,Saint-Aubin-le-Monial,21
saint-bonnet-de-four,Saint-Bonnet-de-Four,20
saint-bonnet-de-rochefort,Saint-Bonnet-de-Rochefort,25
saint-bonnet-troncais,Saint-Bonnet-Tronçais,21
saint-caprais,Saint-Caprais,13
saint-christophe,Saint-Christophe,16
saint-clement,Saint-Clément,13
saint-desire,Saint-Désiré,12
saint-didier-en-donjon,Saint-Didier-en-Donjon,22
saint-didier-la-foret,Saint-Didier-la-Forêt,21
saint-eloy-d-allier,Saint-Eloy-d'Allier,19
saint-ennemond,Saint-Ennemond,14
saint-etienne-de-vicq,Saint-Etienne-de-Vicq,21
saint-fargeol,Saint-Fargeol,13
saint-felix,Saint-Félix,11
saint-genest,Saint-Genest,12
saint-gerand-de-vaux,Saint-Gérand-de-Vaux,20
saint-gerand-le-puy,Saint-Gérand-le-Puy,19
saint-germain-de-salles,Saint-Germain-de-Salles,23
saint-germain-des-fosses,Saint-Germain-des-Fossés,24
saint-hilaire,Saint-Hilaire,13
saint-leger-sur-vouzance,Saint-Léger-sur-Vouzance,24
saint-leon,Saint-Léon,10
saint-leopardin-d-augy,Saint-Léopardin-d'Augy,22
saint-loup,Saint-Loup,10
saint-marcel-en-marcillat,Saint-Marcel-en-Marcillat,25
saint-marcel-en-murat,Saint-Marcel-en-Murat,21
saint-martin-des-lais,Saint-Martin-des-Lais,21
saint-martinien,Saint-Martinien,15
saint-menoux,Saint-Menoux,12
saint-nicolas-des-biefs,Saint-Nicolas-des-Biefs,23
saint-palais,Saint-Palais,12
saint-pierre-laval,Saint-Pierre-Laval,18
saint-plaisir,Saint-Plaisir,13
saint-pont,Saint-Pont,10
saint-pourcain-sur-besbre,Saint-Pourçain-sur-Besbre,25
saint-pourcain-sur-sioule,Saint-Pourçain-sur-Sioule,25
saint-priest-d-andelot,Saint-Priest-d'Andelot,22
saint-priest-en-murat,Saint-Priest-en-Murat,21
saint-prix,Saint-Prix,10
saint-remy-en-rollat,Saint-Rémy-en-Rollat,20
saint-sauvier,Saint-Sauvier,13
saint-sornin,Saint-Sornin,12
saint-victor,Saint-Victor,12
saint-voir,Saint-Voir,10
saint-yorre,Saint-Yorre,11
sainte-therence,Sainte-Thérence,15
saligny-sur-roudon,Saligny-sur-Roudon,18
sanssat,Sanssat,7
saulcet,Saulcet,7
saulzet,Saulzet,7
sauvagny,Sauvagny,8
sazeret,Sazeret,7
serbannes,Serbannes,9
servilly,Servilly,8
seuillet,Seuillet,8
sorbier,Sorbier,7
souvigny,Souvigny,8
sussat,Sussat,6
target,Target,6
taxat-senat,Taxat-Senat,11
teillet-argenty,Teillet-Argenty,15
terjat,Terjat,6
theneuille,Theneuille,10
thiel-sur-acolin,Thiel-sur-Acolin,16
thionne,Thionne,7
tortezais,Tortezais,9
toulon-sur-allier,Toulon-sur-Allier,17
treban,Treban,6
treignat,Treignat,8
treteau,Treteau,7
trevol,Trévol,6
trezelles,Trézelles,9
tronget,Tronget,7
urcay,Urçay,5
ussel-d-allier,Ussel-d'Allier,14
valignat,Valignat,8
valigny,Valigny,7
vallon-en-sully,Vallon-en-Sully,15
varennes-sur-allier,Varennes-sur-Allier,19
varennes-sur-teche,Varennes-sur-Tèche,18
vaumas,Vaumas,6
vaux,Vaux,4
veauce,Veauce,6
venas,Venas,5
vendat,Vendat,6
verneix,Verneix,7
verneuil-en-bourbonnais,Verneuil-en-Bourbonnais,23
vernusse,Vernusse,8
vichy,Vichy,5
vicq,Vicq,4
vieure,Vieure,6
villebret,Villebret,9
villefranche-d-allier,Villefranche-d'Allier,21
villeneuve-sur-allier,Villeneuve-sur-Allier,21
viplaix,Viplaix,7
vitray,Vitray,6
voussac,Voussac,7
ygrande,Ygrande,7
yzeure,Yzeure,6
aiglun,Aiglun,6
allemagne-en-provence,Allemagne-en-Provence,21
allons,Allons,6
allos,Allos,5
angles,Angles,6
annot,Annot,5
archail,Archail,7
aubenas-les-alpes,Aubenas-les-Alpes,17
aubignosc,Aubignosc,9
authon,Authon,6
auzet,Auzet,5
banon,Banon,5
barcelonnette,Barcelonnette,13
barles,Barles,6
barras,Barras,6
barreme,Barrême,7
bayons,Bayons,6
beaujeu,Beaujeu,7
beauvezer,Beauvezer,9
bellaffaire,Bellaffaire,11
bevons,Bevons,6
beynes,Beynes,6
blieux,Blieux,6
bras-d-asse,Bras-d'Asse,11
braux,Braux,5
brunet,Brunet,6
castellane,Castellane,10
castellet-les-sausses,Castellet-lès-Sausses,21
cereste,Céreste,7
champtercier,Champtercier,12
chateau-arnoux-saint-auban,Château-Arnoux-Saint-Auban,26
chateaufort,Châteaufort,11
chateauneuf-miravail,Châteauneuf-Miravail,20
chateauneuf-val-saint-donat,Châteauneuf-Val-Saint-Donat,27
chateauredon,Châteauredon,12
chaudon-norante,Chaudon-Norante,15
clamensane,Clamensane,10
claret,Claret,6
clumanc,Clumanc,7
colmars,Colmars,7
corbieres,Corbières,9
cruis,Cruis,5
curbans,Curbans,7
curel,Curel,5
dauphin,Dauphin,7
demandolx,Demandolx,9
digne-les-bains,Digne-les-Bains,15
draix,Draix,5
enchastrayes,Enchastrayes,12
entrages,Entrages,8
entrepierres,Entrepierres,12
entrevaux,Entrevaux,9
entrevennes,Entrevennes,11
esparron-de-verdon,Esparron-de-Verdon,18
estoublon,Estoublon,9
faucon-de-barcelonnette,Faucon-de-Barcelonnette,23
faucon-du-caire,Faucon-du-Caire,15
fontienne,Fontienne,9
forcalquier,Forcalquier,11
ganagobie,Ganagobie,9
gigors,Gigors,6
greoux-les-bains,Gréoux-les-Bains,16
hautes-duyes,Hautes-Duyes,12
jausiers,Jausiers,8
l-escale,L'Escale,8
l-hospitalet,L'Hospitalet,12
la-breole,"La Bréole",9
la-brillanne,"La Brillanne",12
la-condamine-chatelard,"La Condamine-Châtelard",22
la-garde,"La Garde",8
la-javie,"La Javie",8
la-motte-du-caire,"La Motte-du-Caire",17
la-mure-argens,"La Mure-Argens",14
la-palud-sur-verdon,"La Palud-sur-Verdon",19
la-robine-sur-galabre,"La Robine-sur-Galabre",21
la-rochegiron,"La Rochegiron",13
la-rochette,"La Rochette",11
lambruisse,Lambruisse,10
larche,Larche,6
lardiers,Lardiers,8
le-brusquet,"Le Brusquet",11
le-caire,"Le Caire",8
le-castellard-melan,"Le Castellard-Melan",19
le-castellet,"Le Castellet",12
le-chaffaut-saint-jurson,"Le Chaffaut-Saint-Jurson",24
le-fugeret,"Le Fugeret",10
le-lauzet-ubaye,"Le Lauzet-Ubaye",15
le-vernet,"Le Vernet",9
