rewrite,gentile_h_ville,nbre_car
deux-chaisoi,Deux-Chaisoi,12
diouxoi,Diouxoi,7
domeratoi,Domératoi,9
dompierroi,Dompierroi,10
doyetoi,Doyetoi,7
droiturier,Droiturier,10
fiolants,Fiolants,8
echassieroi,Echassiéroi,11
escurolloi,Escurolloi,10
espinassoi,Espinassoi,10
estivareilloi,Estivareilloi,13
etroussatoi,Etroussatoi,11
farreraud,Farréraud,9
fleurieloi,Fleuriéloi,10
fourilloi,Fourilloi,9
franchessoi,Franchessoi,11
gannatoi,Gannatoi,8
gannaytoi,Gannaytoi,9
garnatoi,Garnatoi,8
gennetinoi,Gennetinoi,10
gipcycroi,Gipcycroi,9
givarlaisien,Givarlaisien,12
gouisard,Gouisard,8
hauterivoi,Hauterivoi,10
herissonnai,Hérissonnai,11
hurieloi,Huriéloi,8
hydoi,Hydoi,5
isloi,Isloi,5
isserpentoi,Isserpentoi,11
jalignoi,Jalignoi,8
jenzatoi,Jenzatoi,8
celloi,Celloi,6
chabannai,Chabannai,9
chapelaudoi,Chapelaudoi,11
chapeloi,Chapeloi,8
ferteen,Fertéen,7
guillermiaud,Guillermiaud,12
marchoi,Marchoi,7
lafelinoi,Lafélinoi,9
lalizolloi,Lalizolloi,10
lamaisien,Lamaisien,9
lapalissoi,Lapalissoi,10
prugnard,Prugnard,8
lavaultoi,Lavaultoi,9
lavoinai,Lavoinai,8
brethonnoi,Brethonnoi,10
breuilloi,Breuilloi,9
donjonnai,Donjonnai,9
mayetoi,Mayétoi,7
mayetoi,Mayetoi,7
montetoi,Montetoi,8
pinoi,Pinoi,5
theilloi,Theilloi,8
vernetoi,Vernétoi,8
veurdroi,Veurdroi,8
lenaxoi,Lenaxoi,7
liernollai,Liernollai,10
lignerollai,Lignerollai,11
limoisien,Limoisien,9
loddoi,Loddoi,6
lorigeoi,Lorigeoi,8
louchyssoi,Louchyssoi,10
lourouziens-bourbonnai,"Lourouziens Bourbonnai",22
lurobelnacien,Lurobelnacien,13
lourousien,Lourousien,10
lourousien,Lourousien,10
lunettoi,Lunettoi,8
lurcyquoi,Lurcyquoi,9
lusignoi,Lusignoi,8
magnetoi,Magnétoi,8
mailletoi,Mailletoi,9
malicornoi,Malicornoi,10
marcenatoi,Marcenatoi,10
marcillatoi,Marcillatoi,11
marignissoi,Marignissoi,11
mariolai,Mariolai,8
mazeroi,Mazeroi,7
maziratoi,Maziratoi,9
meaulnoi,Meaulnoi,8
meilleroi,Meilleroi,9
mercycoi,Mercycoi,8
mesploi,Mesploi,7
molinetoi,Molinetoi,9
molloi,Molloi,6
monestier,Monestier,9
monetoi,Monétoi,7
montacutin,Montacutin,10
montbeunoi,Montbeunoi,10
montcombrouxoi,Montcombrouxoi,14
monteignetoi,Monteignétoi,12
montillyssoi,Montillyssoi,12
montluconnai,Montluçonnai,12
montmaraultoi,Montmaraultoi,13
montoldroi,Montoldroi,10
montoroi,Montoroi,8
montvicquoi,Montvicquoi,11
moulinoi,Moulinoi,8
muratai,Muratai,7
nadoi,Nadoi,5
nassignacien,Nassignacien,12
navoi,Navoi,5
nerisien,Nérisien,8
neuillyssoi,Neuillyssoi,11
neuillyssoi,Neuillyssoi,11
neuroi,Neuroi,6
neuvyssoi,Neuvyssoi,9
nizerolloi,Nizerolloi,10
noyantai,Noyantai,8
paraysien,Paraysien,9
parodien,Parodien,8
pierrefittoi,Pierrefittoi,12
poezatoi,Poezatoi,8
pouzyquoi,Pouzyquoi,9
premilhatoi,Premilhatoi,11
quinssainoi,Quinssainoi,11
rocloi,Rocloi,6
rongeroi,Rongéroi,8
ronnetoi,Ronnetoi,8
saint-angeloi,Saint-Angéloi,13
saint-aubinoi,Saint-Aubinoi,13
saint-bonnitain,Saint-Bonnitain,15
saint-bonnetoi,Saint-Bonnétoi,14
saint-christophoi,Saint-Christophoi,17
saint-clementoi,Saint-Clémentoi,15
didieroi,Didieroi,8
saint-dideroi,Saint-Didéroi,13
saint-fargeolai,Saint-Fargeolai,15
saint-felicien,Saint-Félicien,14
saint-genestoi,Saint-Genestoi,14
saint-gerandai,Saint-Gérandai,14
saint-gerandai,Saint-Gérandai,14
saint-germanoi,Saint-Germanoi,14
saint-hilaroi,Saint-Hilaroi,13
leodegarien,Léodégarien,11
saint-leonnai,Saint-Léonnai,13
augyssoi,Augyssoi,8
loupiot,Loupiot,7
saint-marcellai,Saint-Marcellai,15
martinusien,Martinusien,11
menulphien,Ménulphien,10
saint-nicolavoi,Saint-Nicolavoi,15
saint-plaisiroi,Saint-Plaisiroi,15
saint-pourcinoi,Saint-Pourcinoi,15
saint-pourcinoi,Saint-Pourcinoi,15
saint-priestain,Saint-Priestain,15
saint-remoi,Saint-Rémoi,11
saint-sorninoi,Saint-Sorninoi,14
saint-victorien,Saint-Victorien,15
saint-voirien,Saint-Voirien,13
saint-yorrai,Saint-Yorrai,12
saint-therencoi,Saint-Thérençoi,15
salignoi,Salignoi,8
sanssatoi,Sanssatoi,9
saulcetoi,Saulcétoi,9
saulzetoi,Saulzetoi,9
sauvagnien,Sauvagnien,10
sazeretoi,Sazeretoi,9
serbannai,Serbannai,9
seuilletoi,Seuillétoi,10
sorbieroi,Sorbiéroi,9
souvignyssoi,Souvignyssoi,12
sussatoi,Sussatoi,8
targetoi,Targetoi,8
senatoi,Senatoi,7
teilletoi,Teilletoi,9
terjatoi,Terjatoi,8
theneuilloi,Théneuilloi,11
thieloi,Thiéloi,7
thionnoi,Thionnoi,8
tortezien,Tortezien,9
toulonnai,Toulonnai,9
trebanai,Trébanai,8
treignacoi,Treignacoi,10
treteautoi,Tréteautoi,10
trevoloi,Trévoloi,8
trezelloi,Trézelloi,9
trongetoi,Trongétoi,9
urcayai,Urçayai,7
usseloi,Usseloi,7
valignatoi,Valignatoi,10
valignoi,Valignoi,8
vallonnai,Vallonnai,9
varennoi,Varennoi,8
varennoi,Varennoi,8
vaumasien,Vaumasien,9
vaudoi,Vaudoi,6
veaucien,Veaucien,8
vendatoi,Vendatoi,8
verneixoi,Verneixoi,9
verneuilloi,Verneuilloi,11
vernussoi,Vernussoi,9
vichyssoi,Vichyssoi,9
vicoi,Vicoi,5
vieuroi,Vieuroi,7
villebretoi,Villebretoi,11
villefranchoi,Villefranchoi,13
villeneuvoi,Villeneuvoi,11
viplaisien,Viplaisien,10
vitrayai,Vitrayai,8
voussacoi,Voussacoi,9
ygrandai,Ygrandai,8
yzeurien,Yzeurien,8
aiglunai,Aiglunai,8
allemagnien,Allemagnien,11
allonsai,Allonsai,8
allossard,Allossard,9
annotain,Annotain,8
archailoi,Archailoi,9
albascecoi,Albascecoi,10
aubignoscai,Aubignoscai,11
authonier,Authonier,9
auzetan,Auzetan,7
banonai,Banonai,7
barcelonnette,Barcelonnette,13
barlatan,Barlatan,8
barrasien,Barrasien,9
barremoi,Barrêmoi,8
bayonnai,Bayonnai,8
beaujolai,Beaujolai,9
belvezien,Belvezien,9
bellaffairoi,Bellaffairoi,12
bevonnai,Bevonnai,8
beynoi,Beynoi,6
blieuxien,Blieuxien,9
bras-d-assien,Bras-d'Assien,13
brauxoi,Brauxoi,7
brunetoi,Brunetoi,8
castellanai,Castellanai,11
castelain,Castelain,9
cerestain,Cérestain,9
champterciercien,Champterciercien,16
jarlandin,Jarlandin,9
castelfortoi,Castelfortoi,12
castelnovin,Castelnovin,11
chabannai,Chabannai,9
chateauredonnai,Chateauredonnai,15
norantai,Norantai,8
clamensanai,Clamensanai,11
claretier,Claretier,9
clumancai,Clumancai,9
colmarsien,Colmarsien,10
corbierain,Corbiérain,10
crussien,Crussien,8
curbannai,Curbannai,9
curelai,Curelai,7
dauphinoi,Dauphinoi,9
demandolxien,Demandolxien,12
dignoi,Dignoi,6
draixoi,Draixoi,7
enchastrayen,Enchastrayen,12
entrageoi,Entrageoi,9
interpetrasien,Interpétrasien,14
entrevalai,Entrevalai,10
entrevennoi,Entrevennoi,11
esparronnai,Esparronnai,11
estoublonai,Estoublonai,11
fauconnai,Fauconnai,9
fauconnier,Fauconnier,10
fontiennoi,Fontiennoi,10
forcalquieren,Forcalquiéren,13
ganagobien,Ganagobien,10
gigordon,Gigordon,8
gryselien,Grysélien,9
duyen,Duyen,5
jausieroi,Jausieroi,9
escalai,Escalai,7
hospitalien,Hospitalien,11
breolai,Bréolai,7
brillannai,Brillannai,10
condaminoi,Condaminoi,10
gardoi,Gardoi,6
javidoi,Javidoi,7
mottoi,Mottoi,6
murencs,Murencs,7
paluard,Paluard,7
robinoi,Robinoi,7
rochegironai,Rochegironai,12
rochettoi,Rochettoi,9
lambruissien,Lambruissien,12
larchoi,Larchoi,7
lardieran,Lardiéran,9
brusquetai,Brusquetai,10
cairoi,Cairoi,6
castellardien,Castellardien,13
castellian,Castellian,10
chaffaudier,Chaffaudier,11
fugeretoi,Fugeretoi,9
lauzetan,Lauzetan,8
vernetoi,Vernetoi,8
meen,Méen,4
omergoi,Omergoi,7
thuiloi,Thuiloi,7
limanai,Limanai,7
lursien,Lursien,7
malejactoi,Malejactoi,10
malijaien,Malijaien,9
fougassai,Fougassai,9
mallemoissonnoi,Mallemoissonnoi,15
manarain,Manarain,8
manosquin,Manosquin,9
marcousien,Marcousien,10
meaillai,Méaillai,8
melvein,Melvéin,7
meovellan,Méovellan,9
meyronnoi,Meyronnoi,9
mezelien,Mézelien,8
mirabelloi,Mirabelloi,10
misonnai,Misonnai,8
montagnacai,Montagnacai,11
clarimontoi,Clarimontoi,11
montfortain,Montfortain,11
montfuronnai,Montfuronnai,12
montjustinien,Montjustinien,13
moularin,Moularin,8
salimontain,Salimontain,11
moriezoi,Moriézoi,8
moustierain,Moustiérain,11
nibloi,Nibloi,6
niozellen,Niozellen,9
nucetoi,Nucetoi,7
ongloi,Ongloi,6
oppedetoi,Oppedetoi,9
oraisonnai,Oraisonnai,10
peipinoi,Peipinoi,8
peyroulien,Peyroulien,10
peyruisien,Peyruisien,10
piegutai,Piégutai,8
pierrerurien,Pierrerurien,12
pierreverdants,Pierreverdants,14
pontisoi,Pontisoi,8
pradin,Pradin,6
puimichelien,Puimichelien,12
puimoissonnai,Puimoissonnai,13
quinsonnai,Quinsonnai,10
redortierin,Redortiérin,11
reillannai,Reillannai,10
revestain,Revestain,9
revestoi,Revestoi,8
revestoi,Revestoi,8
reien,Réien,5
rougonnai,Rougonnai,9
roumoulin,Roumoulin,9
saint-andreen,Saint-Andréen,13
saint-benoitien,Saint-Benoitien,15
stephanoi,Stéphanoi,9
saint-genai,Saint-Genai,11
saint-jacquoi,Saint-Jacquoi,13
saint-janen,Saint-Janen,11
saint-juliennai,Saint-Juliennai,15
pelugnes,Pelugnes,8
saint-jursien,Saint-Jursien,13
saint-laurennai,Saint-Laurennai,15
saint-lionnai,Saint-Lionnai,13
saint-maimoi,Saint-Maimoi,12
saint-martinomes,Saint-Martinômes,16
saint-martinoi,Saint-Martinoi,14
saint-marteynes,Saint-Marteynes,15
saint-micheloi,Saint-Micheloi,14
saint-pauloi,Saint-Pauloi,12
pangaunier,Pangaunier,10
saint-vincentai,Saint-Vincentai,15
saint-croisien,Saint-Croisien,14
saint-cruxien,Saint-Cruxien,13
tullesain,Tullésain,9
salignacai,Salignacai,10
saumanin,Saumanin,8
saussoi,Saussoi,7
selonnoi,Selonnoi,8
senezien,Sénezien,8
seynoi,Seynoi,6
sigoncoi,Sigonçoi,8
simianai,Simianai,8
sisteronai,Sisteronai,10
soleilhanai,Soleilhanai,11
sourriboi,Sourriboi,9
tartonnai,Tartonnai,9
thezoi,Thézoi,6
thoardai,Thoardai,8
thoramian,Thoramian,9
thoramien,Thoramien,9
turrieroi,Turriéroi,9
ubrayen,Ubrayen,7
uvernetai,Uvernetai,9
vacheroi,Vacheroi,8
chalvagnard,Chalvagnard,11
valavoirai,Valavoirai,10
valbelloi,Valbelloi,9
valensolai,Valensolai,10
valernoi,Valernoi,8
vaumeilhoi,Vaumeilhoi,10
venterolai,Venterolai,10
verdachoi,Verdachoi,9
vergonai,Vergonai,8
villarsai,Villarsai,9
villemusien,Villemusien,11
villeneuvoi,Villeneuvoi,11
volonnai,Volonnai,8
volxien,Volxien,7
abriessoi,Abriessoi,9
aiguillon,Aiguillon,9
ancelloi,Ancelloi,8
antonavien,Antonavien,10
arvidants,Arvidants,9
asperamontai,Aspéramontai,12
asprion,Asprion,7
asprien,Asprien,7
avanconnai,Avançonnai,10
baraton,Baraton,7
barcillonnettoi,Barcillonnettoi,15
barretier,Barretier,9
brezieroi,Breziéroi,9
brianconnai,Briançonnai,11
bruissard,Bruissard,9
buissardin,Buissardin,10
ceillaquin,Ceillaquin,10
cerveyrain,Cerveyrain,10
chabestanai,Chabestanai,11
chabottin,Chabottin,9
champcellouires,Champcellouires,15
champoleard,Champoléard,11
chanoussien,Chanoussien,11
chateauroussin,Chateauroussin,14
chateauviard,Châteauviard,12
chauffayron,Chauffayron,11
caturiges,Caturiges,9
cretorin,Cretorin,8
embrunai,Embrunai,8
esparronnai,Esparronnai,11
fouillousard,Fouillousard,12
freissinieroi,Freissiniéroi,13
gapencai,Gapençai,8
guillestrin,Guillestrin,11
jarjayai,Jarjayai,8
argentieroi,Argentiéroi,11
epinoi,Epinoi,6
bastidon,Bastidon,8
beaumoi,Beaumoi,7
chapellin,Chapellin,9
faurion,Faurion,7
freissinousien,Freissinousien,14
graverot,Graverot,8
moutin,Moutin,6
rochonai,Rochonai,8
rochoi,Rochoi,6
salati,Salati,6
saulcetier,Saulcetier,10
lagrandai,Lagrandai,9
laragnai,Laragnai,8
lardierien,Lardiérien,10
layard,Layard,6
lazeroi,Lazeroi,7
bersacai,Bersacai,8
glaizialon,Glaizialon,10
monetierin,Monetièrin,10
noyeron,Noyeron,7
poetain,Poëtain,7
saixoi,Saixoi,6
costin,Costin,6
orrian,Orrian,6
vignolain,Vignolain,9
lettretien,Lettretien,10
manteyard,Manteyard,9
mereuillai,Méreuillai,10
molinoi,Molinoi,7
monetiard,Monêtiard,9
mont-dauphinoi,Mont-Dauphinoi,14
montbrandier,Montbrandier,12
montclusien,Montclusien,11
montgardinoi,Montgardinoi,12
genevremontain,Genèvremontain,14
montjayai,Montjayai,9
neffoi,Neffoi,6
nevachai,Névachai,8
orcatus,Orcatus,7
orpierroi,Orpierroi,9
ozoi,Ozoi,4
pelleautiard,Pelleautiard,12
pelvousien,Pelvousien,10
prunieroi,Pruniéroi,9
traversouilles,Traversouilles,14
puysatin,Puysatin,8
raboutin,Raboutin,8
reallonnai,Réallonnai,10
remollonai,Remollonai,10
ribeyretier,Ribeyretier,11
ribieroi,Ribiéroi,8
risoulin,Risoulin,8
ristolin,Ristolin,8
rochebrunoi,Rochebrunoi,11
rosanai,Rosanai,7
roussetier,Roussetier,10
saint-bonnetier,Saint-Bonnetier,15
chaffrelin,Chaffrelin,10
saint-firminoi,Saint-Firminoi,14
fossipontai,Fossipontai,11
san-lagiron,San-Lagiron,11
saint-pierre-avezien,Saint-Pierre-Avezien,20
saint-verannai,Saint-Vérannai,14
saleranai,Saleranai,9
savinoi,Savinoi,7
savournonai,Savournonai,11
serroi,Serroi,6
sigoyard,Sigoyard,8
sorbierin,Sorbierin,9
tallardien,Tallardien,10
trescleousien,Trescléousien,13
upaixoi,Upaixoi,7
prayen,Prayen,6
vallouisien,Vallouisien,11
valserroi,Valserroi,9
varsincs,Varsincs,8
ventavonnai,Ventavonnai,11
veynoi,Veynoi,6
faranchin,Faranchin,9
viaran,Viaran,6
vitrollai,Vitrollai,9
aiglenoi,Aiglenoi,8
amiratoi,Amiratoi,8
andonnai,Andonnai,8
antiboi,Antiboi,7
ascrossoi,Ascrossoi,9
aspremontoi,Aspremontoi,11
auribeloi,Auribéloi,9
auvaroi,Auvaroi,7
bairoloi,Bairoloi,8
berlugan,Berlugan,8
beausoleilloi,Beausoleilloi,13
belvederoi,Belvederoi,10
bendejunoi,Bendejunoi,10
berroi,Berroi,6
beuilloi,Beuilloi,8
bezaudinoi,Bézaudinoi,10
biotoi,Biotoi,6
blausascoi,Blausascoi,10
bonsonnoi,Bonsonnoi,9
bouyonnai,Bouyonnai,9
breilloi,Breilloi,8
brianconnoi,Briançonnoi,11
cabrien,Cabrien,7
cagnoi,Cagnoi,6
cailloi,Cailloi,7
cannoi,Cannoi,6
cantaronnai,Cantaronnai,11
cap-d-ailloi,Cap-d'Ailloi,12
carrossoi,Carrossoi,9
castanerenques,Castanérenques,14
castellaroi,Castellaroi,11
castillonnai,Castillonnai,12
caussoloi,Caussoloi,9
castelnovien,Castelnovien,12
chateauneuvoi,Chateauneuvoi,13
madounencs,Madounencs,10
cipieroi,Cipièroi,8
clansoi,Clansoi,7
coarazien,Coarazien,9
collonguoi,Collonguoi,10
colomarsoi,Colomarsoi,10
consegudoi,Conségudoi,10
contoi,Contoi,6
courmoi,Courmoi,7
coursegouloi,Coursegouloi,12
cuebroi,Cuebroi,7
daluisien,Daluisien,9
drapoi,Drapoi,6
duranussien,Duranussien,11
entraunoi,Entraunoi,9
escragnolloi,Escragnolloi,12
ezasque,Ezasque,7
faliconnai,Faliconnai,10
fontanai,Fontanai,8
garcinoi,Garcinoi,8
gattieroi,Gattieroi,9
gilettoi,Gilettoi,8
gorbarin,Gorbarin,8
gourdonnai,Gourdonnai,10
grassoi,Grassoi,7
greoloi,Gréoloi,7
guillaumoi,Guillaumoi,10
ilonsoi,Ilonsoi,7
isolien,Isolien,7
escarenoi,Escarénoi,9
bollenoi,Bollénoi,8
brigasque,Brigasque,9
colloi,Colloi,6
crucien,Crucien,7
gaudoi,Gaudoi,6
pennoi,Pennoi,6
roquettan,Roquettan,9
roquettan,Roquettan,9
tourrier,Tourrier,8
trinitaires,Trinitaires,11
turbiasque,Turbiasque,10
lantosquoi,Lantosquoi,10
aubarnoi,Aubarnoi,8
brocoi,Brocoi,6
cannetan,Cannetan,8
massoi,Massoi,6
rouretan,Rourétan,8
tignetan,Tignetan,8
ferroi,Ferroi,6
mujouloi,Mujouloi,8
levensoi,Levensoi,8
lieuchoi,Lieuchoi,8
luceramoi,Lucéramoi,9
malaussenoi,Malaussénoi,11
mandolocien,Mandolocien,11
mariols,Mariols,7
massoinques,Massoinques,11
mentonnai,Mentonnai,9
mouansoi,Mouansoi,8
mouginoi,Mouginoi,8
moulinoi,Moulinoi,8
nicoi,Niçoi,5
opidien,Opidien,7
pegomassoi,Pégomassoi,10
peillasques-ou-peilloi,"Peillasques ou Peilloi",22
peillonnai,Peillonnai,10
peonien,Péonien,7
peymeinadoi,Peymeinadoi,11
pierlasoi,Pierlasoi,9
pierrefeutin,Pierrefeutin,12
rostagnoi,Rostagnoi,9
pugetai,Pugétai,7
revestoi,Revestoi,8
rigaudoi,Rigaudoi,8
rimplassoi,Rimplassoi,10
roquebillieroi,Roquebillièroi,14
roquebrunoi,Roquebrunoi,11
roquefortoi,Roquefortoi,11
roqueroi,Roqueroi,8
roqueroi,Roqueroi,8
roubionnai,Roubionnai,10
rouroi,Rouroi,6
saint-andreen,Saint-Andréen,13
santantoninoi,Santantoninoi,13
saint-aubanai,Saint-Aubanai,13
saint-blaisoi,Saint-Blaisoi,13
saint-cezarien,Saint-Cézarien,14
sandalmassien,Sandalmassien,13
stephanoi,Stéphanoi,9
saint-jeannoi,Saint-Jeannoi,13
saint-jeannoi,Saint-Jeannoi,13
laurentin,Laurentin,9
saint-legeoi,Saint-Légeoi,12
saint-martinoi,Saint-Martinoi,14
saint-martinoi,Saint-Martinoi,14
saint-martinoi,Saint-Martinoi,14
saint-pauloi,Saint-Pauloi,12
sansavornin,Sansavornin,11
valleroi,Valleroi,8
agnesoi,Agnésoi,7
sallagriffonnai,Sallagriffonnai,15
saorgien,Saorgien,8
sauzoi,Sauzoi,6
seranonnai,Séranonnai,10
sigaloi,Sigaloi,7
sospelloi,Sospelloi,9
speracedoi,Spéracèdoi,10
tendasque,Tendasque,9
theoulien,Théoulien,9
thieroi,Thiéroi,7
toudonnai,Toudonnai,9
touetoi,Touetoi,7
touetoi,Touëtoi,7
tourettan,Tourettan,9
tournefortoi,Tournefortoi,12
tourrettan,Tourrettan,10
tourrettan,Tourrettan,10
utelloi,Utelloi,7
valbonnai,Valbonnai,9
valdebloroi,Valdebloroi,11
valderouroi,Valderouroi,11
vallaurien,Vallaurien,10
venansonnoi,Venansonnoi,11
vencoi,Vençoi,6
villaroi,Villaroi,8
villefranchoi,Villefranchoi,13
villeneuvoi,Villeneuvoi,11
villeneuvoi,Villeneuvoi,11
acconnai,Acconnai,8
ailhonnai,Ailhonnai,9
aizacoi,Aizacoi,7
ajouxoi,Ajouxoi,7
albain,Albain,6
albonnai,Albonnai,8
alboussieroi,Alboussiéroi,12
alissain,Alissain,8
andancoi,Andançoi,8
annoneen,Annonéen,8
antraiguain,Antraiguain,11
arcensoi,Arcensoi,8
ardoisien,Ardoisien,9
arleboscoi,Arleboscoi,10
arrageoi,Arrageoi,8
asperjocoi,Asperjocoi,10
astenien,Asténien,8
albenassien,Albenassien,11
aubignassien,Aubignassien,12
baixoi,Baixoi,6
balazucain,Balazucain,10
bannard,Bannard,7
barnassien,Barnassien,10
beauchastelloi,Beauchastelloi,14
belliloquoi,Belliloquoi,11
beaumontoi,Beaumontoi,10
beauvenai,Beauvenai,9
berriassois-et-casteljoi,Berriassois-et-Casteljoi,24
berzemoi,Berzemoi,8
bessassoi,Bessassoi,9
bidonai,Bidonai,7
boffrain,Boffrain,8
boginoi,Boginoi,7
boreen,Boréen,6
bourniquels,Bourniquels,11
boucicoi,Boucicoi,8
bonloculien,Bonloculien,11
bourguesan,Bourguesan,10
brossinoi,Brossinoi,9
burzetin,Burzetin,8
lucocellarien,Lucocellarien,13
chalenconnai,Chalençonnai,12
chambonasai,Chambonasai,11
champenoi,Champenoi,9
champinoi,Champinoi,9
chandolassien,Chandolassien,13
chaneacquoi,Chanéacquoi,11
charmesien,Charmésien,10
charnaud,Charnaud,8
chassieroi,Chassieroi,10
chateaubourgeoi,Châteaubourgeoi,15
chauzonnai,Chauzonnai,10
chomeracoi,Choméracoi,10
colombieroi,Colombiéroi,11
colombinoi,Colombinoi,10
cornassien,Cornassien,10
coucouronnai,Coucouronnai,12
couxoi,Couxoi,6
cruassien,Cruassien,9
darbroi,Darbroi,7
davezorien,Davézorien,10
desaignoi,Désaignoi,9
devessets,Devessets,9
dunieroi,Dunieroi,8
eclassanai,Eclassanai,10
empuranjen,Empuranjen,10
fabrassou,Fabrassou,9
felinoi,Félinoi,7
flaviacoi,Flaviacoi,9
fontanelle,Fontanelle,10
genestelloi,Genestelloi,11
pierregourdain,Pierregourdain,14
gilhocoi,Gilhocoi,8
gluirassou,Gluirassou,10
glunoi,Glunoi,6
grassoi,Grassoi,7
gravieroi,Gravièroi,9
grospierroi,Grospierroi,11
guilherandais-grangeoi,Guilherandais-Grangeoi,22
introi,Introi,6
issamoulinoi,Issamoulinoi,12
issarlain,Issarlain,9
jaujaquoi,Jaujaquoi,9
jaunassien,Jaunassien,10
joannassien,Joannassien,11
joyeusain,Joyeusain,9
souchoi,Souchoi,7
voultain,Voultain,8
bastidain,Bastidain,9
bastidain,Bastidain,9
labatinoi,Labatinoi,9
labeaumoi,Labeaumoi,9
labegudien,Labégudien,10
lablacheroi,Lablachéroi,11
boularain,Boularain,9
chamier,Chamier,7
chapelou,Chapelou,8
chapelluds,Chapelluds,10
farrassou,Farrassou,9
lagorcoi,Lagorcoi,8
levadoi,Levadoi,7
louvetou,Louvetou,8
lamastroi,Lamastroi,9
lanarcoi,Lanarçoi,8
lanassien,Lanassien,9
largentieroi,Largentiéroi,12
larnassien,Larnassien,10
lauracoi,Lauracoi,8
viallattin,Viallattin,10
villadeen,Villadéen,9
laviollein,Laviollein,10
beageai,Béageai,7
chambonnai,Chambonnai,10
cheylaroi,Cheylaroi,9
crestoi,Crestoi,7
lacain,Lacain,6
pouzinoi,Pouzinoi,8
rossignols,Rossignols,10
teilloi,Teilloi,7
lempsoi,Lempsoi,7
assionai,Assionai,8
ollieroi,Ollièroi,8
salelloi,Salelloi,8
vanseen,Vanséen,7
lesperonai,Lesperonai,10
limonien,Limonien,8
loubaressien,Loubaressien,12
lussassoi,Lussassoi,9
lyassoi,Lyassoi,7
malbossard,Malbossard,10
marcolai,Marcolai,8
mariacoi,Mariacoi,8
marsoi,Marsoi,6
malvinoi,Malvinoi,8
mayroi,Mayroi,6
mazanai,Mazanai,7
mercueroi,Mercueroi,9
meyrassien,Meyrassien,10
meyssoi,Meyssoi,7
mezilhacoi,Mézilhacoi,10
mirabeloi,Mirabeloi,9
montpezatien,Montpezatien,12
montrealai,Montréalai,10
montselguoi,Montselguoi,11
nonieroi,Noniéroi,8
nozieroi,Nozièroi,8
orgnacoi,Orgnacoi,8
ozonnai,Ozonnai,7
pailherou,Pailherou,9
peaugroi,Peaugroi,8
pereyrein,Péreyrein,9
peyraudin,Peyraudin,9
planzollai,Planzollai,10
platou,Platou,6
balmipontin,Balmipontin,11
pourcheroi,Pourchéroi,10
pradoi,Pradoi,6
pradonnai,Pradonnai,9
pranlin,Pranlin,7
preauxoi,Preauxoi,8
privadoi,Privadoi,8
prunetain,Prunétain,9
quintenassien,Quintenassien,13
flahuts,Flahuts,7
rochecolombin,Rochecolombin,13
rupismaurien,Rupismaurien,12
rochepauloi,Rochepauloi,11
rocheroi,Rocheroi,8
rochessauvain,Rochessauvain,13
rocloi,Rocloi,6
refocalien,Refocalien,10
romponai,Romponai,8
ruomsoi,Ruomsoi,7
sablieroi,Sablièroi,9
sagnerou,Sagnerou,8
saint-agrevoi,Saint-Agrèvoi,13
saint-albanai,Saint-Albanai,13
saint-andeolai,Saint-Andéolai,14
saint-andeolai,Saint-Andéolai,14
andreen,Andréen,7
crouvelus,Crouvelus,9
saint-barthelemien,Saint-Barthélémien,18
saint-barthinoi,Saint-Barthinoi,15
basilien,Basilien,8
saint-bauziloi,Saint-Bauziloi,14
saint-christolai,Saint-Christolai,16
saint-ciergeoi,Saint-Ciergeoi,14
saint-cirguoi,Saint-Cirguoi,13
saint-cyrien,Saint-Cyrien,12
stephanois-boulonnai,Stéphanois-Boulonnai,20
stephanoises-fontbellini,"Stéphanoises Fontbellini",24
stephanoi,Stéphanoi,9
serrou,Serrou,6
san-farcios,San-Farcios,11
fortuneen,Fortunéen,9
saint-georgeoi,Saint-Georgeoi,14
saint-germinoi,Saint-Germinoi,14
saint-gineoi,Saint-Gineoi,12
saint-jamaires,Saint-Jamaires,14
muzolai,Muzolai,7
saint-jeannai,Saint-Jeannai,13
jeanrouroi,Jeanrouroi,10
saint-jeuroi,Saint-Jeuroi,12
saint-jeure-d-oi,Saint-Jeure-d'Oi,16
bancheraux,Bancheraux,10
saint-julienoi,Saint-Juliénoi,14
saintjulserroi,Saintjulserroi,14
julbansainoi,Julbansainoi,12
labroussoi,Labroussoi,10
saint-justoi,Saint-Justoi,12
saint-lageroi,Saint-Lagéroi,13
saint-laurentain,Saint-Laurentain,16
saint-marcelloi,Saint-Marcelloi,15
saint-marcelon,Saint-Marcelon,14
saint-martinoi,Saint-Martinoi,14
saint-martinoi,Saint-Martinoi,14
saint-mauricoi,Saint-Mauriçoi,14
saint-mauricai,Saint-Mauriçai,14
saint-melanien,Saint-Mélanien,14
saint-micheloi,Saint-Micheloi,14
saint-montanai,Saint-Montanai,14
saint-paulien,Saint-Paulien,13
saint-perollai,Saint-Pérollai,14
colombieroi,Colombieroi,11
saint-pierrevilloi,Saint-Pierrevilloi,18
saint-prieroux,Saint-Priéroux,14
saint-privadoi,Saint-Privadoi,14
saint-priroi,Saint-Priroi,12
saint-remezien,Saint-Remèzien,14
lerpsoi,Lerpsoi,7
montagutien,Montagutien,11
saint-sylvestroi,Saint-Sylvestroi,16
symphorien,Symphorien,10
barresien,Barrésien,9
