rewrite,gentile_h_ville
archailois,Archailois
albascecois,Albascecois
aubignoscais,Aubignoscais
authoniers,Authoniers
auzetan,Auzetan
banonais,Banonais
barcelonnette,Barcelonnette
barlatan,Barlatan
barrasien,Barrasien
barremois,Barrêmois
bayonnais,Bayonnais
beaujolais,Beaujolais
belvezien,Belvezien
bellaffairois,Bellaffairois
bevonnais,Bevonnais
beynois,Beynois
blieuxien,Blieuxien
bras-d-assien,Bras-d'Assien
brauxois,Brauxois
brunetois,Brunetois
castellanais,Castellanais
castelain,Castelain
cerestain,Cérestain
champterciercien,Champterciercien
jarlandin,Jarlandin
castelfortois,Castelfortois
castelnovin,Castelnovin
chabannais,Chabannais
chateauredonnais,Chateauredonnais
norantais,Norantais
clamensanais,Clamensanais
claretiers,Claretiers
clumancais,Clumancais
colmarsien,Colmarsien
corbierain,Corbiérain
crussien,Crussien
curbannais,Curbannais
curelais,Curelais
dauphinois,Dauphinois
demandolxien,Demandolxien
dignois,Dignois
draixois,Draixois
enchastrayens,Enchastrayens
entrageois,Entrageois
interpetrasien,Interpétrasien
entrevalais,Entrevalais
entrevennois,Entrevennois
esparronnais,Esparronnais
estoublonais,Estoublonais
fauconnais,Fauconnais
fauconniers,Fauconniers
fontiennois,Fontiennois
forcalquierens,Forcalquiérens
ganagobien,Ganagobien
gigordon,Gigordon
gryselien,Grysélien
duyens,Duyens
jausierois,Jausierois
escalais,Escalais
hospitalien,Hospitalien
breolais,Bréolais
brillannais,Brillannais
condaminois,Condaminois
gardois,Gardois
javidois,Javidois
mottois,Mottois
murencs,Murencs
paluard,Paluard
robinois,Robinois
rochegironais,Rochegironais
rochettois,Rochettois
lambruissien,Lambruissien
larchois,Larchois
lardieran,Lardiéran
brusquetais,Brusquetais
cairois,Cairois
castellardien,Castellardien
castellian,Castellian
chaffaudiers,Chaffaudiers
fugeretois,Fugeretois
lauzetan,Lauzetan
vernetois,Vernetois
meen,Méen
omergois,Omergois
thuilois,Thuilois
limanais,Limanais
lursien,Lursien
malejactois,Malejactois
malijaien,Malijaien
fougassais,Fougassais
mallemoissonnois,Mallemoissonnois
manarain,Manarain
manosquin,Manosquin
marcousien,Marcousien
meaillais,Méaillais
melvein,Melvéin
meovellan,Méovellan
meyronnois,Meyronnois
mezelien,Mézelien
mirabellois,Mirabellois
misonnais,Misonnais
montagnacais,Montagnacais
clarimontois,Clarimontois
montfortain,Montfortain
montfuronnais,Montfuronnais
montjustinien,Montjustinien
moularin,Moularin
salimontain,Salimontain
moriezois,Moriézois
moustierain,Moustiérain
niblois,Niblois
niozellens,Niozellens
nucetois,Nucetois
onglois,Onglois
oppedetois,Oppedetois
oraisonnais,Oraisonnais
peipinois,Peipinois
peyroulien,Peyroulien
peyruisien,Peyruisien
piegutais,Piégutais
pierrerurien,Pierrerurien
pierreverdants,Pierreverdants
pontisois,Pontisois
pradin,Pradin
puimichelien,Puimichelien
puimoissonnais,Puimoissonnais
quinsonnais,Quinsonnais
redortierin,Redortiérin
reillannais,Reillannais
revestain,Revestain
revestois,Revestois
revestois,Revestois
reien,Réien
rougonnais,Rougonnais
roumoulin,Roumoulin
saint-andreen,Saint-Andréen
saint-benoitien,Saint-Benoitien
stephanois,Stéphanois
saint-genais,Saint-Genais
saint-jacquois,Saint-Jacquois
saint-janens,Saint-Janens
saint-juliennais,Saint-Juliennais
pelugnes,Pelugnes
saint-jursien,Saint-Jursien
saint-laurennais,Saint-Laurennais
saint-lionnais,Saint-Lionnais
saint-maimois,Saint-Maimois
saint-martinomes,Saint-Martinômes
saint-martinois,Saint-Martinois
saint-marteynes,Saint-Marteynes
saint-michelois,Saint-Michelois
saint-paulois,Saint-Paulois
pangauniers,Pangauniers
saint-vincentais,Saint-Vincentais
saint-croisien,Saint-Croisien
saint-cruxien,Saint-Cruxien
tullesain,Tullésain
salignacais,Salignacais
saumanin,Saumanin
saussois,Saussois
selonnois,Selonnois
senezien,Sénezien
seynois,Seynois
sigoncois,Sigonçois
simianais,Simianais
sisteronais,Sisteronais
soleilhanais,Soleilhanais
sourribois,Sourribois
tartonnais,Tartonnais
thezois,Thézois
thoardais,Thoardais
thoramian,Thoramian
thoramien,Thoramien
turrierois,Turriérois
ubrayens,Ubrayens
uvernetais,Uvernetais
vacherois,Vacherois
chalvagnard,Chalvagnard
valavoirais,Valavoirais
valbellois,Valbellois
valensolais,Valensolais
valernois,Valernois
vaumeilhois,Vaumeilhois
venterolais,Venterolais
verdachois,Verdachois
vergonais,Vergonais
villarsais,Villarsais
villemusien,Villemusien
villeneuvois,Villeneuvois
volonnais,Volonnais
volxien,Volxien
abriessois,Abriessois
aiguillon,Aiguillon
ancellois,Ancellois
antonavien,Antonavien
arvidants,Arvidants
asperamontais,Aspéramontais
asprion,Asprion
asprien,Asprien
avanconnais,Avançonnais
baraton,Baraton
barcillonnettois,Barcillonnettois
barretiers,Barretiers
brezierois,Breziérois
brianconnais,Briançonnais
bruissard,Bruissard
buissardin,Buissardin
ceillaquin,Ceillaquin
cerveyrain,Cerveyrain
chabestanais,Chabestanais
chabottin,Chabottin
champcellouires,Champcellouires
champoleard,Champoléard
chanoussien,Chanoussien
chateauroussin,Chateauroussin
chateauviard,Châteauviard
chauffayron,Chauffayron
caturiges,Caturiges
cretorin,Cretorin
embrunais,Embrunais
esparronnais,Esparronnais
fouillousard,Fouillousard
freissinierois,Freissiniérois
gapencais,Gapençais
guillestrin,Guillestrin
jarjayais,Jarjayais
argentierois,Argentiérois
epinois,Epinois
bastidon,Bastidon
beaumois,Beaumois
chapellin,Chapellin
faurion,Faurion
freissinousien,Freissinousien
graverot,Graverot
moutin,Moutin
rochonais,Rochonais
rochois,Rochois
salatis,Salatis
saulcetiers,Saulcetiers
lagrandais,Lagrandais
laragnais,Laragnais
lardierien,Lardiérien
layard,Layard
lazerois,Lazerois
bersacais,Bersacais
glaizialon,Glaizialon
monetierin,Monetièrin
noyeron,Noyeron
poetain,Poëtain
saixois,Saixois
costin,Costin
orrian,Orrian
vignolain,Vignolain
lettretien,Lettretien
manteyard,Manteyard
mereuillais,Méreuillais
molinois,Molinois
monetiard,Monêtiard
mont-dauphinois,Mont-Dauphinois
montbrandiers,Montbrandiers
montclusien,Montclusien
montgardinois,Montgardinois
genevremontain,Genèvremontain
montjayais,Montjayais
neffois,Neffois
nevachais,Névachais
orcatus,Orcatus
orpierrois,Orpierrois
ozois,Ozois
pelleautiard,Pelleautiard
pelvousien,Pelvousien
prunierois,Pruniérois
traversouilles,Traversouilles
puysatin,Puysatin
raboutin,Raboutin
reallonnais,Réallonnais
remollonais,Remollonais
ribeyretiers,Ribeyretiers
ribierois,Ribiérois
risoulin,Risoulin
ristolin,Ristolin
rochebrunois,Rochebrunois
rosanais,Rosanais
roussetiers,Roussetiers
saint-bonnetiers,Saint-Bonnetiers
chaffrelin,Chaffrelin
saint-firminois,Saint-Firminois
fossipontais,Fossipontais
san-lagiron,San-Lagiron
saint-pierre-avezien,Saint-Pierre-Avezien
saint-verannais,Saint-Vérannais
saleranais,Saleranais
savinois,Savinois
savournonais,Savournonais
serrois,Serrois
sigoyard,Sigoyard
sorbierin,Sorbierin
tallardien,Tallardien
trescleousien,Trescléousien
upaixois,Upaixois
prayens,Prayens
vallouisien,Vallouisien
valserrois,Valserrois
varsincs,Varsincs
ventavonnais,Ventavonnais
veynois,Veynois
faranchin,Faranchin
viaran,Viaran
vitrollais,Vitrollais
aiglenois,Aiglenois
amiratois,Amiratois
andonnais,Andonnais
antibois,Antibois
ascrossois,Ascrossois
aspremontois,Aspremontois
auribelois,Auribélois
auvarois,Auvarois
bairolois,Bairolois
berlugan,Berlugan
beausoleillois,Beausoleillois
belvederois,Belvederois
bendejunois,Bendejunois
berrois,Berrois
beuillois,Beuillois
bezaudinois,Bézaudinois
biotois,Biotois
blausascois,Blausascois
bonsonnois,Bonsonnois
bouyonnais,Bouyonnais
breillois,Breillois
brianconnois,Briançonnois
cabrien,Cabrien
cagnois,Cagnois
caillois,Caillois
cannois,Cannois
cantaronnais,Cantaronnais
cap-d-aillois,Cap-d'Aillois
carrossois,Carrossois
castanerenques,Castanérenques
castellarois,Castellarois
castillonnais,Castillonnais
caussolois,Caussolois
castelnovien,Castelnovien
chateauneuvois,Chateauneuvois
madounencs,Madounencs
cipierois,Cipièrois
clansois,Clansois
coarazien,Coarazien
collonguois,Collonguois
colomarsois,Colomarsois
consegudois,Conségudois
contois,Contois
courmois,Courmois
coursegoulois,Coursegoulois
cuebrois,Cuebrois
daluisien,Daluisien
drapois,Drapois
duranussien,Duranussien
entraunois,Entraunois
escragnollois,Escragnollois
ezasque,Ezasque
faliconnais,Faliconnais
fontanais,Fontanais
garcinois,Garcinois
gattierois,Gattierois
gilettois,Gilettois
gorbarin,Gorbarin
gourdonnais,Gourdonnais
grassois,Grassois
greolois,Gréolois
guillaumois,Guillaumois
ilonsois,Ilonsois
isolien,Isolien
escarenois,Escarénois
bollenois,Bollénois
brigasque,Brigasque
collois,Collois
crucien,Crucien
gaudois,Gaudois
pennois,Pennois
roquettan,Roquettan
roquettan,Roquettan
tourriers,Tourriers
trinitaires,Trinitaires
turbiasque,Turbiasque
lantosquois,Lantosquois
aubarnois,Aubarnois
brocois,Brocois
cannetan,Cannetan
massois,Massois
rouretan,Rourétan
tignetan,Tignetan
ferrois,Ferrois
mujoulois,Mujoulois
levensois,Levensois
lieuchois,Lieuchois
luceramois,Lucéramois
malaussenois,Malaussénois
mandolocien,Mandolocien
mariols,Mariols
massoinques,Massoinques
mentonnais,Mentonnais
mouansois,Mouansois
mouginois,Mouginois
moulinois,Moulinois
nicois,Niçois
opidien,Opidien
pegomassois,Pégomassois
peillasques-ou-peillois,"Peillasques ou Peillois"
peillonnais,Peillonnais
peonien,Péonien
peymeinadois,Peymeinadois
pierlasois,Pierlasois
pierrefeutin,Pierrefeutin
rostagnois,Rostagnois
pugetais,Pugétais
revestois,Revestois
rigaudois,Rigaudois
rimplassois,Rimplassois
roquebillierois,Roquebillièrois
roquebrunois,Roquebrunois
roquefortois,Roquefortois
roquerois,Roquerois
roquerois,Roquerois
roubionnais,Roubionnais
rourois,Rourois
saint-andreen,Saint-Andréen
santantoninois,Santantoninois
saint-aubanais,Saint-Aubanais
saint-blaisois,Saint-Blaisois
saint-cezarien,Saint-Cézarien
sandalmassien,Sandalmassien
stephanois,Stéphanois
saint-jeannois,Saint-Jeannois
saint-jeannois,Saint-Jeannois
laurentin,Laurentin
saint-legeois,Saint-Légeois
saint-martinois,Saint-Martinois
saint-martinois,Saint-Martinois
saint-martinois,Saint-Martinois
saint-paulois,Saint-Paulois
sansavornin,Sansavornin
vallerois,Vallerois
agnesois,Agnésois
sallagriffonnais,Sallagriffonnais
saorgien,Saorgien
sauzois,Sauzois
seranonnais,Séranonnais
sigalois,Sigalois
sospellois,Sospellois
speracedois,Spéracèdois
tendasque,Tendasque
theoulien,Théoulien
thierois,Thiérois
toudonnais,Toudonnais
touetois,Touetois
touetois,Touëtois
tourettan,Tourettan
tournefortois,Tournefortois
tourrettan,Tourrettan
tourrettan,Tourrettan
utellois,Utellois
valbonnais,Valbonnais
valdeblorois,Valdeblorois
valderourois,Valderourois
vallaurien,Vallaurien
venansonnois,Venansonnois
vencois,Vençois
villarois,Villarois
villefranchois,Villefranchois
villeneuvois,Villeneuvois
villeneuvois,Villeneuvois
acconnais,Acconnais
ailhonnais,Ailhonnais
aizacois,Aizacois
ajouxois,Ajouxois
albain,Albain
albonnais,Albonnais
alboussierois,Alboussiérois
alissain,Alissain
andancois,Andançois
annoneen,Annonéen
antraiguain,Antraiguain
arcensois,Arcensois
ardoisien,Ardoisien
arleboscois,Arleboscois
arrageois,Arrageois
asperjocois,Asperjocois
astenien,Asténien
albenassien,Albenassien
aubignassien,Aubignassien
baixois,Baixois
balazucain,Balazucain
bannard,Bannard
barnassien,Barnassien
beauchastellois,Beauchastellois
belliloquois,Belliloquois
beaumontois,Beaumontois
beauvenais,Beauvenais
berriassois-et-casteljois,Berriassois-et-Casteljois
berzemois,Berzemois
bessassois,Bessassois
bidonais,Bidonais
boffrain,Boffrain
boginois,Boginois
boreen,Boréen
bourniquels,Bourniquels
boucicois,Boucicois
bonloculien,Bonloculien
bourguesan,Bourguesan
brossinois,Brossinois
burzetin,Burzetin
lucocellarien,Lucocellarien
chalenconnais,Chalençonnais
chambonasais,Chambonasais
champenois,Champenois
champinois,Champinois
chandolassien,Chandolassien
chaneacquois,Chanéacquois
charmesien,Charmésien
charnaud,Charnaud
chassierois,Chassierois
chateaubourgeois,Châteaubourgeois
chauzonnais,Chauzonnais
chomeracois,Choméracois
colombierois,Colombiérois
colombinois,Colombinois
cornassien,Cornassien
coucouronnais,Coucouronnais
couxois,Couxois
cruassien,Cruassien
darbrois,Darbrois
davezorien,Davézorien
desaignois,Désaignois
devessets,Devessets
dunierois,Dunierois
eclassanais,Eclassanais
empuranjens,Empuranjens
fabrassou,Fabrassou
felinois,Félinois
flaviacois,Flaviacois
fontanelle,Fontanelle
genestellois,Genestellois
pierregourdain,Pierregourdain
gilhocois,Gilhocois
gluirassou,Gluirassou
glunois,Glunois
grassois,Grassois
gravierois,Gravièrois
grospierrois,Grospierrois
guilherandais-grangeois,Guilherandais-Grangeois
introis,Introis
issamoulinois,Issamoulinois
issarlain,Issarlain
jaujaquois,Jaujaquois
jaunassien,Jaunassien
joannassien,Joannassien
joyeusain,Joyeusain
souchois,Souchois
voultain,Voultain
bastidain,Bastidain
bastidain,Bastidain
labatinois,Labatinois
labeaumois,Labeaumois
labegudien,Labégudien
lablacherois,Lablachérois
boularain,Boularain
chamiers,Chamiers
chapelou,Chapelou
chapelluds,Chapelluds
farrassou,Farrassou
lagorcois,Lagorcois
levadois,Levadois
louvetou,Louvetou
lamastrois,Lamastrois
lanarcois,Lanarçois
lanassien,Lanassien
largentierois,Largentiérois
larnassien,Larnassien
lauracois,Lauracois
viallattin,Viallattin
villadeen,Villadéen
laviollein,Laviollein
beageais,Béageais
chambonnais,Chambonnais
cheylarois,Cheylarois
crestois,Crestois
lacain,Lacain
pouzinois,Pouzinois
rossignols,Rossignols
teillois,Teillois
lempsois,Lempsois
assionais,Assionais
ollierois,Ollièrois
salellois,Salellois
vanseen,Vanséen
lesperonais,Lesperonais
limonien,Limonien
loubaressien,Loubaressien
lussassois,Lussassois
lyassois,Lyassois
malbossard,Malbossard
marcolais,Marcolais
mariacois,Mariacois
marsois,Marsois
malvinois,Malvinois
mayrois,Mayrois
mazanais,Mazanais
mercuerois,Mercuerois
meyrassien,Meyrassien
meyssois,Meyssois
mezilhacois,Mézilhacois
mirabelois,Mirabelois
montpezatien,Montpezatien
montrealais,Montréalais
montselguois,Montselguois
nonierois,Noniérois
nozierois,Nozièrois
orgnacois,Orgnacois
ozonnais,Ozonnais
pailherou,Pailherou
peaugrois,Peaugrois
pereyrein,Péreyrein
peyraudin,Peyraudin
planzollais,Planzollais
platou,Platou
balmipontin,Balmipontin
pourcherois,Pourchérois
pradois,Pradois
pradonnais,Pradonnais
pranlin,Pranlin
preauxois,Preauxois
privadois,Privadois
prunetain,Prunétain
quintenassien,Quintenassien
flahuts,Flahuts
rochecolombin,Rochecolombin
rupismaurien,Rupismaurien
rochepaulois,Rochepaulois
rocherois,Rocherois
rochessauvain,Rochessauvain
roclois,Roclois
refocalien,Refocalien
romponais,Romponais
ruomsois,Ruomsois
sablierois,Sablièrois
sagnerou,Sagnerou
saint-agrevois,Saint-Agrèvois
saint-albanais,Saint-Albanais
saint-andeolais,Saint-Andéolais
saint-andeolais,Saint-Andéolais
andreen,Andréen
crouvelus,Crouvelus
saint-barthelemien,Saint-Barthélémien
saint-barthinois,Saint-Barthinois
basilien,Basilien
saint-bauzilois,Saint-Bauzilois
saint-christolais,Saint-Christolais
saint-ciergeois,Saint-Ciergeois
saint-cirguois,Saint-Cirguois
saint-cyrien,Saint-Cyrien
stephanois-boulonnais,Stéphanois-Boulonnais
stephanoises-fontbellini,"Stéphanoises Fontbellini"
stephanois,Stéphanois
serrou,Serrou
san-farcios,San-Farcios
fortuneen,Fortunéen
saint-georgeois,Saint-Georgeois
saint-germinois,Saint-Germinois
saint-gineois,Saint-Gineois
saint-jamaires,Saint-Jamaires
muzolais,Muzolais
saint-jeannais,Saint-Jeannais
jeanrourois,Jeanrourois
saint-jeurois,Saint-Jeurois
saint-jeure-d-ois,Saint-Jeure-d'Ois
bancheraux,Bancheraux
saint-julienois,Saint-Juliénois
saintjulserrois,Saintjulserrois
julbansainois,Julbansainois
labroussois,Labroussois
saint-justois,Saint-Justois
saint-lagerois,Saint-Lagérois
saint-laurentain,Saint-Laurentain
saint-marcellois,Saint-Marcellois
saint-marcelon,Saint-Marcelon
saint-martinois,Saint-Martinois
saint-martinois,Saint-Martinois
saint-mauricois,Saint-Mauriçois
saint-mauricais,Saint-Mauriçais
saint-melanien,Saint-Mélanien
saint-michelois,Saint-Michelois
saint-montanais,Saint-Montanais
saint-paulien,Saint-Paulien
saint-perollais,Saint-Pérollais
colombierois,Colombierois
saint-pierrevillois,Saint-Pierrevillois
saint-prieroux,Saint-Priéroux
saint-privadois,Saint-Privadois
saint-prirois,Saint-Prirois
saint-remezien,Saint-Remèzien
lerpsois,Lerpsois
montagutien,Montagutien
saint-sylvestrois,Saint-Sylvestrois
symphorien,Symphorien
barresien,Barrésien
salavassien,Salavassien
sampzonnais,Sampzonnais
sarrassois,Sarrassois
satillien,Satillien
savassien,Savassien
saccaratois,Saccaratois
serrierois,Serrièrois
soyonnais,Soyonnais
thorrencois,Thorrençois
athogien,Athogien
toulaudain,Toulaudain
tournonais,Tournonais
ucellois,Ucellois
vagnassien,Vagnassien
valgorgeois,Valgorgeois
vallonnais,Vallonnais
valsois,Valsois
valvignerois,Valvignérois
vanoscois,Vanoscois
vernonnais,Vernonnais
vernoscois,Vernoscois
vernoussain,Vernoussain
vesseaudencs,Vesseaudencs
veyrassois,Veyrassois
villeneuvois,Villeneuvois
villevocancois,Villevocançois
vinezacois,Vinezacois
vinzaires,Vinzaires
vionnais,Vionnais
vivarois,Vivarois
vocancois,Vocançois
vogueen,Voguéen
romanciers,Romanciers
aiglemontais,Aiglemontais
alincourtois,Alincourtois
aquamagnien,Aquamagnien
amblimontais,Amblimontais
dadas,Dadas
annellois,Annellois
aoustien,Aoustien
ardeuillais,Ardeuillais
cabres,Cabres
asfeldois,Asfeldois
attignatien,Attignatien
aubignois,Aubignois
aubrivois,Aubrivois
alsontain,Alsontain
authois,Authois
autrecourtois,Autrecourtois
autruchien,Autruchien
autryens,Autryens
avanconnais,Avançonnais
avalois,Avalois
baalonnais,Baâlonnais
balaivien,Balaivien
balanais,Balanais
balhamais,Balhamais
ballayriot,Ballayriot
banognais,Banognais
barbyon,Barbyon
bayonvillois,Bayonvillois
bazeillais,Bazeillais
beaumontais,Beaumontais
bellevillais-et-chatillonnais,"Bellevillais et Chatillonnais"
bergnicourtois,Bergnicourtois
bertoncourtois,Bertoncourtois
biermois,Biermois
bievrois,Biévrois
bignicourtois,Bignicourtois
blagnynois,Blagnynois
blanzynois,Blanzynois
blombibocucien,Blombibocucien
bognysien,Bognysien
bossevalien,Bossevalien
bouconvillois,Bouconvillois
boulzicourtois,Boulzicourtois
bourquin,Bourquin
boutancourtien,Boutancourtien
brecy-brierois,Brécy-Brièrois
briennois,Briennois
brieullois,Brieullois
briquenaytois,Briquenaytois
brognonais,Brognonais
bulsonais,Bulsonais
buzanceen,Buzancéen
yvoisien,Yvoisien
cernionnais,Cernionnais
ougnat,Ougnat
chalairois,Chalairois
challerangeois,Challerangeois
champlinois,Champlinois
charbogniers,Charbogniers
cardonicien,Cardonicien
carolomacerien,Carolomacérien
charnoisien,Charnoisien
castelporcinien,Castelporcinien
chaumontais,Chaumontais
chemeryton,Chémeryton
chesnoisien,Chesnoisien
cheveugien,Cheveugien
calceen,Calcéen
chuffillacien,Chuffillacien
clironnais,Clironnais
condeen,Condéen
coucyien,Coucyien
colimensard,Colimensard
damouzien,Damouzien
devillois,Devillois
domois,Domois
dommericain,Dommericain
doncherois,Doncherois
dulcinien,Dulcinien
douzynois,Douzynois
draizien,Draizien
eclysien,Eclysien
escordalais,Escordalais
elanais,Elanais
eteignierois,Eteigniérois
sterpinien,Sterpinien
fagnonnais,Fagnonnais
fachotin,Fachotin
falairot,Falairot
fepinois,Fépinois
flevillois,Flévillois
flignois,Flignois
flizien,Flizien
flongeois,Flongeois
fosseen,Fosséen
ferlicain,Ferlicain
franchevalois,Franchevalois
fromelennois,Fromelennois
fromyon,Fromyon
fumacien,Fumacien
germounat,Germounat
gernellis,Gernellis
tores-ou-gespinois,"Torés ou Gespinois"
givetois,Givetois
givonnais,Givonnais
givronais,Givronais
