rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
cressangeois,Cressangeois,,12
creuzierois,Creuziérois,,11
creuzierois,Creuziérois,,11
cussetois,Cussetois,,9
deneuillois,Deneuillois,,11
deneuillois,Deneuillois,,11
biachet,Biachets,,7
deux-chaisois,Deux-Chaisois,
diouxois,Diouxois,,8
domeratois,Domératois,,10
dompierrois,Dompierrois,,11
doyetois,Doyetois,,8
droiturier,Droituriers,,10
fiolant,Fiolants,,7
echassierois,Echassiérois,,12
escurollois,Escurollois,,11
espinassois,Espinassois,,11
estivareillois,Estivareillois,,14
etroussatois,Etroussatois,,12
farreraud,Farréraud,,9
fleurielois,Fleuriélois,,11
fourillois,Fourillois,,10
franchessois,Franchessois,,12
gannatois,Gannatois,,9
gannaytois,Gannaytois,,10
garnatois,Garnatois,,9
gennetinois,Gennetinois,,11
gipcycrois,Gipcycrois,,10
givarlaisien,Givarlaisien,,12
gouisard,Gouisard,,8
hauterivois,Hauterivois,,11
herissonnais,Hérissonnais,,12
hurielois,Huriélois,,9
hydois,Hydois,,6
islois,Islois,,6
isserpentois,Isserpentois,,12
jalignois,Jalignois,,9
jenzatois,Jenzatois,,9
cellois,Cellois,,7
chabannais,Chabannais,,10
chapelaudois,Chapelaudois,,12
chapelois,Chapelois,,9
ferteen,Fertéen,,7
guillermiaud,Guillermiaud,,12
marchois,Marchois,,8
lafelinois,Lafélinois,,10
lalizollois,Lalizollois,,11
lamaisien,Lamaisien,,9
lapalissois,Lapalissois,,11
prugnard,Prugnard,,8
lavaultois,Lavaultois,,10
lavoinais,Lavoinais,,9
brethonnois,Brethonnois,,11
breuillois,Breuillois,,10
donjonnais,Donjonnais,,10
mayetois,Mayétois,,8
mayetois,Mayetois,,8
montetois,Montetois,,9
pinois,Pinois,,6
theillois,Theillois,,9
vernetois,Vernétois,,9
veurdrois,Veurdrois,,9
lenaxois,Lenaxois,,8
liernollais,Liernollais,,11
lignerollais,Lignerollais,,12
limoisien,Limoisien,,9
loddois,Loddois,,7
lorigeois,Lorigeois,,9
louchyssois,Louchyssois,,11
lourouziennes-bourbonnais,"Lourouziens Bourbonnais",
lurobelnacien,Lurobelnacien,,13
lourousien,Lourousien,,10
lourousien,Lourousien,,10
lunettois,Lunettois,,9
lurcyquois,Lurcyquois,,10
lusignois,Lusignois,,9
magnetois,Magnétois,,9
mailletois,Mailletois,,10
malicornois,Malicornois,,11
marcenatois,Marcenatois,,11
marcillatois,Marcillatois,,12
marignissois,Marignissois,,12
mariolais,Mariolais,,9
mazerois,Mazerois,,8
maziratois,Maziratois,,10
meaulnois,Meaulnois,,9
meillerois,Meillerois,,10
mercycois,Mercycois,,9
mesplois,Mesplois,,8
molinetois,Molinetois,,10
mollois,Mollois,,7
monestier,Monestiers,,9
monetois,Monétois,,8
montacutin,Montacutin,,10
montbeunois,Montbeunois,,11
montcombrouxois,Montcombrouxois,,15
monteignetois,Monteignétois,,13
montillyssois,Montillyssois,,13
montluconnais,Montluçonnais,,13
montmaraultois,Montmaraultois,,14
montoldrois,Montoldrois,,11
montorois,Montorois,,9
montvicquois,Montvicquois,,12
moulinois,Moulinois,,9
muratais,Muratais,,8
nadois,Nadois,,6
nassignacien,Nassignacien,,12
navois,Navois,,6
nerisien,Nérisien,,8
neuillyssois,Neuillyssois,,12
neuillyssois,Neuillyssois,,12
neurois,Neurois,,7
neuvyssois,Neuvyssois,,10
nizerollois,Nizerollois,,11
noyantais,Noyantais,,9
paraysien,Paraysien,,9
parodien,Parodien,,8
pierrefittois,Pierrefittois,,13
poezatois,Poezatois,,9
pouzyquois,Pouzyquois,,10
premilhatois,Premilhatois,,12
quinssainois,Quinssainois,,12
roclois,Roclois,,7
rongerois,Rongérois,,9
ronnetois,Ronnetois,,9
saint-angelois,Saint-Angélois,
saint-aubinois,Saint-Aubinois,
saint-bonnitain,Saint-Bonnitain,
saint-bonnetois,Saint-Bonnétois,
saint-christophois,Saint-Christophois,
saint-clementois,Saint-Clémentois,
didierois,Didierois,,9
saint-diderois,Saint-Didérois,
saint-fargeolais,Saint-Fargeolais,
saint-felicien,Saint-Félicien,
saint-genestois,Saint-Genestois,
saint-gerandais,Saint-Gérandais,
saint-gerandais,Saint-Gérandais,
saint-germanois,Saint-Germanois,
saint-hilarois,Saint-Hilarois,
leodegarien,Léodégarien,,11
saint-leonnais,Saint-Léonnais,
augyssois,Augyssois,,9
loupiot,Loupiot,,7
saint-marcellais,Saint-Marcellais,
martinusien,Martinusien,,11
menulphien,Ménulphien,,10
saint-nicolavois,Saint-Nicolavois,
saint-plaisirois,Saint-Plaisirois,
saint-pourcinois,Saint-Pourcinois,
saint-pourcinois,Saint-Pourcinois,
saint-priestain,Saint-Priestain,
saint-remois,Saint-Rémois,
saint-sorninois,Saint-Sorninois,
saint-victorien,Saint-Victorien,
saint-voirien,Saint-Voirien,
saint-yorrais,Saint-Yorrais,
saint-therencois,Saint-Thérençois,
salignois,Salignois,,9
sanssatois,Sanssatois,,10
saulcetois,Saulcétois,,10
saulzetois,Saulzetois,,10
sauvagnien,Sauvagnien,,10
sazeretois,Sazeretois,,10
serbannais,Serbannais,,10
seuilletois,Seuillétois,,11
sorbierois,Sorbiérois,,10
souvignyssois,Souvignyssois,,13
sussatois,Sussatois,,9
targetois,Targetois,,9
senatois,Senatois,,8
teilletois,Teilletois,,10
terjatois,Terjatois,,9
theneuillois,Théneuillois,,12
thielois,Thiélois,,8
thionnois,Thionnois,,9
tortezien,Tortezien,,9
toulonnais,Toulonnais,,10
trebanais,Trébanais,,9
treignacois,Treignacois,,11
treteautois,Tréteautois,,11
trevolois,Trévolois,,9
trezellois,Trézellois,,10
trongetois,Trongétois,,10
urcayais,Urçayais,,8
usselois,Usselois,,8
valignatois,Valignatois,,11
valignois,Valignois,,9
vallonnais,Vallonnais,,10
varennois,Varennois,,9
varennois,Varennois,,9
vaumasien,Vaumasien,,9
vaudois,Vaudois,,7
veaucien,Veaucien,,8
vendatois,Vendatois,,9
verneixois,Verneixois,,10
verneuillois,Verneuillois,,12
vernussois,Vernussois,,10
vichyssois,Vichyssois,,10
vicois,Vicois,,6
vieurois,Vieurois,,8
villebretois,Villebretois,,12
villefranchois,Villefranchois,,14
villeneuvois,Villeneuvois,,12
viplaisien,Viplaisien,,10
vitrayais,Vitrayais,,9
voussacois,Voussacois,,10
ygrandais,Ygrandais,,9
yzeurien,Yzeurien,,8
aiglunais,Aiglunais,,9
allemagnien,Allemagnien,,11
allonsais,Allonsais,,9
allossard,Allossard,,9
annotain,Annotain,,8
archailois,Archailois,,10
albascecois,Albascecois,,11
aubignoscais,Aubignoscais,,12
authonier,Authoniers,,9
auzetan,Auzetan,,7
banonais,Banonais,,8
barcelonnette,Barcelonnette,,13
barlatan,Barlatan,,8
barrasien,Barrasien,,9
barremois,Barrêmois,,9
bayonnais,Bayonnais,,9
beaujolais,Beaujolais,,10
belvezien,Belvezien,,9
bellaffairois,Bellaffairois,,13
bevonnais,Bevonnais,,9
beynois,Beynois,,7
blieuxien,Blieuxien,,9
bras-d-assien,Bras-d'Assien,
brauxois,Brauxois,,8
brunetois,Brunetois,,9
castellanais,Castellanais,,12
castelain,Castelain,,9
cerestain,Cérestain,,9
champterciercien,Champterciercien,,16
jarlandin,Jarlandin,,9
castelfortois,Castelfortois,,13
castelnovin,Castelnovin,,11
chabannais,Chabannais,,10
chateauredonnais,Chateauredonnais,,16
norantais,Norantais,,9
clamensanais,Clamensanais,,12
claretier,Claretiers,,9
clumancais,Clumancais,,10
colmarsien,Colmarsien,,10
corbierain,Corbiérain,,10
crussien,Crussien,,8
curbannais,Curbannais,,10
curelais,Curelais,,8
dauphinois,Dauphinois,,10
demandolxien,Demandolxien,,12
dignois,Dignois,,7
draixois,Draixois,,8
enchastrayen,Enchastrayens,,12
entrageois,Entrageois,,10
interpetrasien,Interpétrasien,,14
entrevalais,Entrevalais,,11
entrevennois,Entrevennois,,12
esparronnais,Esparronnais,,12
estoublonais,Estoublonais,,12
fauconnais,Fauconnais,,10
fauconnier,Fauconniers,,10
fontiennois,Fontiennois,,11
forcalquieren,Forcalquiérens,,13
ganagobien,Ganagobien,,10
gigordon,Gigordon,,8
gryselien,Grysélien,,9
duyen,Duyens,,5
jausierois,Jausierois,,10
escalais,Escalais,,8
hospitalien,Hospitalien,,11
breolais,Bréolais,,8
brillannais,Brillannais,,11
condaminois,Condaminois,,11
gardois,Gardois,,7
javidois,Javidois,,8
mottois,Mottois,,7
murenc,Murencs,,6
paluard,Paluard,,7
robinois,Robinois,,8
rochegironais,Rochegironais,,13
rochettois,Rochettois,,10
lambruissien,Lambruissien,,12
larchois,Larchois,,8
lardieran,Lardiéran,,9
brusquetais,Brusquetais,,11
cairois,Cairois,,7
castellardien,Castellardien,,13
castellian,Castellian,,10
chaffaudier,Chaffaudiers,,11
fugeretois,Fugeretois,,10
lauzetan,Lauzetan,,8
vernetois,Vernetois,,9
meen,Méen,,4
omergois,Omergois,,8
thuilois,Thuilois,,8
limanais,Limanais,,8
lursien,Lursien,,7
malejactois,Malejactois,,11
malijaien,Malijaien,,9
fougassais,Fougassais,,10
mallemoissonnois,Mallemoissonnois,,16
manarain,Manarain,,8
manosquin,Manosquin,,9
marcousien,Marcousien,,10
meaillais,Méaillais,,9
melvein,Melvéin,,7
meovellan,Méovellan,,9
meyronnois,Meyronnois,,10
mezelien,Mézelien,,8
mirabellois,Mirabellois,,11
misonnais,Misonnais,,9
montagnacais,Montagnacais,,12
clarimontois,Clarimontois,,12
montfortain,Montfortain,,11
montfuronnais,Montfuronnais,,13
montjustinien,Montjustinien,,13
moularin,Moularin,,8
salimontain,Salimontain,,11
moriezois,Moriézois,,9
moustierain,Moustiérain,,11
niblois,Niblois,,7
niozellen,Niozellens,,9
nucetois,Nucetois,,8
onglois,Onglois,,7
oppedetois,Oppedetois,,10
oraisonnais,Oraisonnais,,11
peipinois,Peipinois,,9
peyroulien,Peyroulien,,10
peyruisien,Peyruisien,,10
piegutais,Piégutais,,9
pierrerurien,Pierrerurien,,12
pierreverdant,Pierreverdants,,13
pontisois,Pontisois,,9
pradin,Pradin,,6
puimichelien,Puimichelien,,12
puimoissonnais,Puimoissonnais,,14
quinsonnais,Quinsonnais,,11
redortierin,Redortiérin,,11
reillannais,Reillannais,,11
revestain,Revestain,,9
revestois,Revestois,,9
revestois,Revestois,,9
reien,Réien,,5
rougonnais,Rougonnais,,10
roumoulin,Roumoulin,,9
saint-andreen,Saint-Andréen,
saint-benoitien,Saint-Benoitien,
stephanois,Stéphanois,,10
saint-genais,Saint-Genais,
saint-jacquois,Saint-Jacquois,
saint-janen,Saint-Janens,
saint-juliennais,Saint-Juliennais,
pelugne,Pelugnes,,7
saint-jursien,Saint-Jursien,
saint-laurennais,Saint-Laurennais,
saint-lionnais,Saint-Lionnais,
saint-maimois,Saint-Maimois,
saint-martinome,Saint-Martinômes,
saint-martinois,Saint-Martinois,
saint-marteyne,Saint-Marteynes,
saint-michelois,Saint-Michelois,
saint-paulois,Saint-Paulois,
pangaunier,Pangauniers,,10
saint-vincentais,Saint-Vincentais,
saint-croisien,Saint-Croisien,
saint-cruxien,Saint-Cruxien,
tullesain,Tullésain,,9
salignacais,Salignacais,,11
saumanin,Saumanin,,8
saussois,Saussois,,8
selonnois,Selonnois,,9
senezien,Sénezien,,8
seynois,Seynois,,7
sigoncois,Sigonçois,,9
simianais,Simianais,,9
sisteronais,Sisteronais,,11
soleilhanais,Soleilhanais,,12
sourribois,Sourribois,,10
tartonnais,Tartonnais,,10
thezois,Thézois,,7
thoardais,Thoardais,,9
thoramian,Thoramian,,9
thoramien,Thoramien,,9
turrierois,Turriérois,,10
ubrayen,Ubrayens,,7
uvernetais,Uvernetais,,10
vacherois,Vacherois,,9
chalvagnard,Chalvagnard,,11
valavoirais,Valavoirais,,11
valbellois,Valbellois,,10
valensolais,Valensolais,,11
valernois,Valernois,,9
vaumeilhois,Vaumeilhois,,11
venterolais,Venterolais,,11
verdachois,Verdachois,,10
vergonais,Vergonais,,9
villarsais,Villarsais,,10
villemusien,Villemusien,,11
villeneuvois,Villeneuvois,,12
volonnais,Volonnais,,9
volxien,Volxien,,7
abriessois,Abriessois,,10
aiguillon,Aiguillon,,9
ancellois,Ancellois,,9
antonavien,Antonavien,,10
arvidant,Arvidants,,8
asperamontais,Aspéramontais,,13
asprion,Asprion,,7
asprien,Asprien,,7
avanconnais,Avançonnais,,11
baraton,Baraton,,7
barcillonnettois,Barcillonnettois,,16
barretier,Barretiers,,9
brezierois,Breziérois,,10
brianconnais,Briançonnais,,12
bruissard,Bruissard,,9
buissardin,Buissardin,,10
ceillaquin,Ceillaquin,,10
cerveyrain,Cerveyrain,,10
chabestanais,Chabestanais,,12
chabottin,Chabottin,,9
champcellouire,Champcellouires,,14
champoleard,Champoléard,,11
chanoussien,Chanoussien,,11
chateauroussin,Chateauroussin,,14
chateauviard,Châteauviard,,12
chauffayron,Chauffayron,,11
caturige,Caturiges,,8
cretorin,Cretorin,,8
embrunais,Embrunais,,9
esparronnais,Esparronnais,,12
fouillousard,Fouillousard,,12
freissinierois,Freissiniérois,,14
gapencais,Gapençais,,9
guillestrin,Guillestrin,,11
jarjayais,Jarjayais,,9
argentierois,Argentiérois,,12
epinois,Epinois,,7
bastidon,Bastidon,,8
beaumois,Beaumois,,8
chapellin,Chapellin,,9
faurion,Faurion,,7
freissinousien,Freissinousien,,14
graverot,Graverot,,8
moutin,Moutin,,6
rochonais,Rochonais,,9
rochois,Rochois,,7
salati,Salatis,,6
saulcetier,Saulcetiers,,10
lagrandais,Lagrandais,,10
laragnais,Laragnais,,9
lardierien,Lardiérien,,10
layard,Layard,,6
lazerois,Lazerois,,8
bersacais,Bersacais,,9
glaizialon,Glaizialon,,10
monetierin,Monetièrin,,10
noyeron,Noyeron,,7
poetain,Poëtain,,7
saixois,Saixois,,7
costin,Costin,,6
orrian,Orrian,,6
vignolain,Vignolain,,9
lettretien,Lettretien,,10
manteyard,Manteyard,,9
mereuillais,Méreuillais,,11
molinois,Molinois,,8
monetiard,Monêtiard,,9
mont-dauphinois,Mont-Dauphinois,
montbrandier,Montbrandiers,,12
montclusien,Montclusien,,11
montgardinois,Montgardinois,,13
genevremontain,Genèvremontain,,14
montjayais,Montjayais,,10
neffois,Neffois,,7
nevachais,Névachais,,9
orcatus,Orcatus,,7
orpierrois,Orpierrois,,10
ozois,Ozois,,5
pelleautiard,Pelleautiard,,12
pelvousien,Pelvousien,,10
prunierois,Pruniérois,,10
traversouille,Traversouilles,,13
puysatin,Puysatin,,8
raboutin,Raboutin,,8
reallonnais,Réallonnais,,11
remollonais,Remollonais,,11
ribeyretier,Ribeyretiers,,11
ribierois,Ribiérois,,9
risoulin,Risoulin,,8
ristolin,Ristolin,,8
rochebrunois,Rochebrunois,,12
rosanais,Rosanais,,8
roussetier,Roussetiers,,10
saint-bonnetier,Saint-Bonnetiers,
chaffrelin,Chaffrelin,,10
saint-firminois,Saint-Firminois,
fossipontais,Fossipontais,,12
san-lagiron,San-Lagiron,
saint-pierre-avezien,Saint-Pierre-Avezien,
saint-verannais,Saint-Vérannais,
saleranais,Saleranais,,10
savinois,Savinois,,8
savournonais,Savournonais,,12
serrois,Serrois,,7
sigoyard,Sigoyard,,8
sorbierin,Sorbierin,,9
tallardien,Tallardien,,10
trescleousien,Trescléousien,,13
upaixois,Upaixois,,8
prayen,Prayens,,6
vallouisien,Vallouisien,,11
valserrois,Valserrois,,10
varsinc,Varsincs,,7
ventavonnais,Ventavonnais,,12
veynois,Veynois,,7
faranchin,Faranchin,,9
viaran,Viaran,,6
vitrollais,Vitrollais,,10
aiglenois,Aiglenois,,9
amiratois,Amiratois,,9
andonnais,Andonnais,,9
antibois,Antibois,,8
ascrossois,Ascrossois,,10
aspremontois,Aspremontois,,12
auribelois,Auribélois,,10
auvarois,Auvarois,,8
bairolois,Bairolois,,9
berlugan,Berlugan,,8
beausoleillois,Beausoleillois,,14
belvederois,Belvederois,,11
bendejunois,Bendejunois,,11
berrois,Berrois,,7
beuillois,Beuillois,,9
bezaudinois,Bézaudinois,,11
biotois,Biotois,,7
blausascois,Blausascois,,11
bonsonnois,Bonsonnois,,10
bouyonnais,Bouyonnais,,10
breillois,Breillois,,9
brianconnois,Briançonnois,,12
cabrien,Cabrien,,7
cagnois,Cagnois,,7
caillois,Caillois,,8
cannois,Cannois,,7
cantaronnais,Cantaronnais,,12
cap-d-aillois,Cap-d'Aillois,
carrossois,Carrossois,,10
castanerenque,Castanérenques,,13
castellarois,Castellarois,,12
castillonnais,Castillonnais,,13
caussolois,Caussolois,,10
castelnovien,Castelnovien,,12
chateauneuvois,Chateauneuvois,,14
madounencs,Madounencs,,10
cipierois,Cipièrois,,9
clansois,Clansois,,8
coarazien,Coarazien,,9
collonguois,Collonguois,,11
colomarsois,Colomarsois,,11
consegudois,Conségudois,,11
contois,Contois,,7
courmois,Courmois,,8
coursegoulois,Coursegoulois,,13
cuebrois,Cuebrois,,8
daluisien,Daluisien,,9
drapois,Drapois,,7
duranussien,Duranussien,,11
entraunois,Entraunois,,10
escragnollois,Escragnollois,,13
ezasque,Ezasque,,7
faliconnais,Faliconnais,,11
fontanais,Fontanais,,9
garcinois,Garcinois,,9
gattierois,Gattierois,,10
gilettois,Gilettois,,9
gorbarin,Gorbarin,,8
gourdonnais,Gourdonnais,,11
grassois,Grassois,,8
greolois,Gréolois,,8
guillaumois,Guillaumois,,11
ilonsois,Ilonsois,,8
isolien,Isolien,,7
escarenois,Escarénois,,10
bollenois,Bollénois,,9
brigasque,Brigasque,,9
collois,Collois,,7
crucien,Crucien,,7
gaudois,Gaudois,,7
pennois,Pennois,,7
roquettan,Roquettan,,9
roquettan,Roquettan,,9
tourrier,Tourriers,,8
trinitaire,Trinitaires,,10
turbiasque,Turbiasque,,10
lantosquois,Lantosquois,,11
aubarnois,Aubarnois,,9
brocois,Brocois,,7
cannetan,Cannetan,,8
massois,Massois,,7
rouretan,Rourétan,,8
tignetan,Tignetan,,8
ferrois,Ferrois,,7
mujoulois,Mujoulois,,9
levensois,Levensois,,9
lieuchois,Lieuchois,,9
luceramois,Lucéramois,,10
malaussenois,Malaussénois,,12
mandolocien,Mandolocien,,11
mariols,Mariols,,7
massoinque,Massoinques,,10
mentonnais,Mentonnais,,10
mouansois,Mouansois,,9
mouginois,Mouginois,,9
moulinois,Moulinois,,9
nicois,Niçois,,6
opidien,Opidien,,7
pegomassois,Pégomassois,,11
peillois,"Peillasques ou Peillois",,8
peillonnais,Peillonnais,,11
peonien,Péonien,,7
peymeinadois,Peymeinadois,,12
pierlasois,Pierlasois,,10
pierrefeutin,Pierrefeutin,,12
rostagnois,Rostagnois,,10
pugetais,Pugétais,,8
revestois,Revestois,,9
rigaudois,Rigaudois,,9
rimplassois,Rimplassois,,11
roquebillierois,Roquebillièrois,,15
roquebrunois,Roquebrunois,,12
roquefortois,Roquefortois,,12
roquerois,Roquerois,,9
roquerois,Roquerois,,9
roubionnais,Roubionnais,,11
rourois,Rourois,,7
saint-andreen,Saint-Andréen,
santantoninois,Santantoninois,,14
saint-aubanais,Saint-Aubanais,
saint-blaisois,Saint-Blaisois,
saint-cezarien,Saint-Cézarien,
sandalmassien,Sandalmassien,,13
stephanois,Stéphanois,,10
saint-jeannois,Saint-Jeannois,
saint-jeannois,Saint-Jeannois,
laurentin,Laurentin,,9
saint-legeois,Saint-Légeois,
saint-martinois,Saint-Martinois,
saint-martinois,Saint-Martinois,
saint-martinois,Saint-Martinois,
saint-paulois,Saint-Paulois,
sansavornin,Sansavornin,,11
vallerois,Vallerois,,9
agnesois,Agnésois,,8
sallagriffonnais,Sallagriffonnais,,16
saorgien,Saorgien,,8
sauzois,Sauzois,,7
seranonnais,Séranonnais,,11
sigalois,Sigalois,,8
sospellois,Sospellois,,10
speracedois,Spéracèdois,,11
tendasque,Tendasque,,9
theoulien,Théoulien,,9
thierois,Thiérois,,8
toudonnais,Toudonnais,,10
touetois,Touetois,,8
touetois,Touëtois,,8
tourettan,Tourettan,,9
tournefortois,Tournefortois,,13
tourrettan,Tourrettan,,10
tourrettan,Tourrettan,,10
utellois,Utellois,,8
valbonnais,Valbonnais,,10
valdeblorois,Valdeblorois,,12
valderourois,Valderourois,,12
vallaurien,Vallaurien,,10
venansonnois,Venansonnois,,12
vencois,Vençois,,7
villarois,Villarois,,9
villefranchois,Villefranchois,,14
villeneuvois,Villeneuvois,,12
villeneuvois,Villeneuvois,,12
acconnais,Acconnais,,9
ailhonnais,Ailhonnais,,10
aizacois,Aizacois,,8
ajouxois,Ajouxois,,8
albain,Albain,,6
albonnais,Albonnais,,9
alboussierois,Alboussiérois,,13
alissain,Alissain,,8
andancois,Andançois,,9
annoneen,Annonéen,,8
antraiguain,Antraiguain,,11
arcensois,Arcensois,,9
ardoisien,Ardoisien,,9
arleboscois,Arleboscois,,11
arrageois,Arrageois,,9
asperjocois,Asperjocois,,11
astenien,Asténien,,8
albenassien,Albenassien,,11
aubignassien,Aubignassien,,12
baixois,Baixois,,7
balazucain,Balazucain,,10
bannard,Bannard,,7
barnassien,Barnassien,,10
beauchastellois,Beauchastellois,,15
belliloquois,Belliloquois,,12
beaumontois,Beaumontois,,11
beauvenais,Beauvenais,,10
berriassoises-et-casteljois,Berriassois-et-Casteljois,
berzemois,Berzemois,,9
bessassois,Bessassois,,10
bidonais,Bidonais,,8
boffrain,Boffrain,,8
boginois,Boginois,,8
boreen,Boréen,,6
bourniquel,Bourniquels,,10
boucicois,Boucicois,,9
bonloculien,Bonloculien,,11
bourguesan,Bourguesan,,10
brossinois,Brossinois,,10
burzetin,Burzetin,,8
lucocellarien,Lucocellarien,,13
chalenconnais,Chalençonnais,,13
chambonasais,Chambonasais,,12
champenois,Champenois,,10
champinois,Champinois,,10
chandolassien,Chandolassien,,13
chaneacquois,Chanéacquois,,12
charmesien,Charmésien,,10
charnaud,Charnaud,,8
chassierois,Chassierois,,11
chateaubourgeois,Châteaubourgeois,,16
chauzonnais,Chauzonnais,,11
chomeracois,Choméracois,,11
colombierois,Colombiérois,,12
colombinois,Colombinois,,11
cornassien,Cornassien,,10
coucouronnais,Coucouronnais,,13
couxois,Couxois,,7
cruassien,Cruassien,,9
darbrois,Darbrois,,8
davezorien,Davézorien,,10
desaignois,Désaignois,,10
devesset,Devessets,,8
dunierois,Dunierois,,9
eclassanais,Eclassanais,,11
empuranjen,Empuranjens,,10
fabrassou,Fabrassou,,9
felinois,Félinois,,8
flaviacois,Flaviacois,,10
fontanelle,Fontanelle,,10
genestellois,Genestellois,,12
pierregourdain,Pierregourdain,,14
gilhocois,Gilhocois,,9
gluirassou,Gluirassou,,10
glunois,Glunois,,7
grassois,Grassois,,8
gravierois,Gravièrois,,10
grospierrois,Grospierrois,,12
guilherandais-grangeois,Guilherandais-Grangeois,
introis,Introis,,7
issamoulinois,Issamoulinois,,13
issarlain,Issarlain,,9
jaujaquois,Jaujaquois,,10
jaunassien,Jaunassien,,10
joannassien,Joannassien,,11
joyeusain,Joyeusain,,9
souchois,Souchois,,8
voultain,Voultain,,8
bastidain,Bastidain,,9
bastidain,Bastidain,,9
labatinois,Labatinois,,10
labeaumois,Labeaumois,,10
labegudien,Labégudien,,10
lablacherois,Lablachérois,,12
boularain,Boularain,,9
chamier,Chamiers,,7
chapelou,Chapelou,,8
chapellud,Chapelluds,,9
farrassou,Farrassou,,9
lagorcois,Lagorcois,,9
levadois,Levadois,,8
louvetou,Louvetou,,8
lamastrois,Lamastrois,,10
lanarcois,Lanarçois,,9
lanassien,Lanassien,,9
largentierois,Largentiérois,,13
larnassien,Larnassien,,10
lauracois,Lauracois,,9
viallattin,Viallattin,,10
villadeen,Villadéen,,9
laviollein,Laviollein,,10
beageais,Béageais,,8
chambonnais,Chambonnais,,11
cheylarois,Cheylarois,,10
crestois,Crestois,,8
lacain,Lacain,,6
pouzinois,Pouzinois,,9
rossignol,Rossignols,,9
teillois,Teillois,,8
lempsois,Lempsois,,8
assionais,Assionais,,9
ollierois,Ollièrois,,9
salellois,Salellois,,9
vanseen,Vanséen,,7
lesperonais,Lesperonais,,11
limonien,Limonien,,8
loubaressien,Loubaressien,,12
lussassois,Lussassois,,10
lyassois,Lyassois,,8
malbossard,Malbossard,,10
marcolais,Marcolais,,9
mariacois,Mariacois,,9
marsois,Marsois,,7
